claim_relation_id,source_id,source_name,source_type,relation_type,relation_label,target_id,target_name,target_type,usage,layer,mention_count,document_count,paragraph_count,sentence_count,category_count,evidence_count,example_text,example_url
crel_0009b6696fb0,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_22b398f6245a,香港報章因第三顆佛牙連續近半月報導「佛牙熱」，被作者視為「法獻佛牙」展出的提前宣傳；四月八日《蘋果日報》的圖文報導又被說成有助香港人認識佛牙舍利。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,事實上，香港的報章媒體也因第三顆佛牙而報導了將近半個月的「佛牙熱」，這對於「法獻佛牙」之展出，可說是提早的文宣。⟂S⟂例如四月八日的《蘋果日報》，在「國際兩岸新聞」版，以「台高姿態迎佛牙舍利」作為大標題，圖文並茂的報導，這都有助於香港人對於稀世珍寶佛牙舍利的認識。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_243f06698cd5,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_d781079d94fb,1998年，西藏貢噶多傑仁波切把經十六位法王證明的世界第三顆佛牙舍利贈予佛光山，該舍利後供奉於佛陀紀念館。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,一九九八年，由西藏貢噶多傑仁波切，經過十六位法王證明的世界第三顆佛牙舍利贈予佛光山，供奉在佛陀紀念館。⟂S⟂之後佛館連續四年舉辦五次世界宗教聯誼會，因為神道教大多數的信徒，也承認他們的神明都是佛陀的弟子。⟂S⟂我認為，宗教之間可以和而不流，體現佛陀的「慈悲與尊重」。,https://books.masterhsingyun.org/ArticleDetail/artcle23601
crel_a323cc30e87a,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_47fee6de64a8,佛牙、佛指及金身合璧等聖物因大師悲心、兩岸領導人合作與信徒大眾翹首恭迎而得以被看見，編者又說其更重要作用是證信佛陀曾真實生活在世間。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛陀真身舍利子，無論是佛牙、佛指，乃至北齊漢白玉佛像的「金身合璧」，都是因為大師的悲心，以及兩岸領導人的合作，信徒大眾的翹首恭迎，而能得見之。⟂S⟂此福德因緣「千載一時，一時千載」。⟂S⟂但更重要的是徵信於佛陀曾經真實地生活在世間的史實。⟂S⟂佛陀他曾歷經多年的苦行，又有多年的醞釀，直到證悟了宇宙世間的「緣起中道」法則，明白無量眾生無史以來，因為妄想執著而不能證得每個人自性中光明的法身慧命，因而應天帝之請，開啟了四十九年隨緣教化眾生於恆河兩岸的禪道生活。,https://books.masterhsingyun.org/ArticleDetail/artcle21046
crel_eeb1097a9fc0,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_5dcb564c4aff,一九九八年，佛光山把貢噶多傑仁波切捐獻的佛牙舍利由印度經泰國迎請來台，此事由貢噶多傑聯絡十多位法王共同簽字完成；中國佛教協會後來誤以為佛牙由達賴喇嘛贈送，原文明斥此說錯誤。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,一九九八年，佛光山能將西藏貢噶多傑仁波切捐獻的佛牙舍利，從印度經泰國迎請來台，實際上就是他聯絡十多位法王共同簽字完成的。⟂S⟂但是後來卻引發中國佛教協會疑慮，以為是達賴喇嘛贈送，這實在是天大的錯誤了。,https://books.masterhsingyun.org/ArticleDetail/artcle5722
crel_3b257c4d9fdc,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_f0ff0a6ff7ba,同年四月八日佛牙舍利迎奉來台安奉，文本將其描述為舉國歡騰的一次事件。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,同年四月八日，恭迎佛牙舍利蒞台安奉，舉國歡騰。⟂S⟂大師並積極推動國定佛誕節的設立，一九九九年八月三十日由總統李登輝先生宣布將農曆四月八日訂為中華民國國定假日，成為佛教東傳中國二千年首度國定佛誕節。,https://books.masterhsingyun.org/ArticleDetail/artcle19336
crel_6b952f58ba9d,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_982b8c7d912d,「恭迎佛牙舍利來台祈福法會」明示佛牙舍利已被迎至台灣；Stage264E只有教義傳播至地點，沒有RitualObject到PlaceRealm的契約。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,「三好運動」就是好人運動， 是一個淨化社會人心、改善社會風氣的運動。⟂S⟂1998年4月，在台北中正紀念堂廣場舉辦的恭迎佛牙舍利來台祈福法會上，大師念及佛陀雖然已經涅槃二千多年，但是我們應該要效法佛陀的精神，才是恭迎佛牙舍利的真正意義，故而發起「三好運動」，希望社會大眾透過奉行「三好」，消弭人我之間的紛爭與對立，建設和諧安樂的社會。⟂S⟂ 此一提議獲得時任副總統的連戰先生贊同，帶領與會十萬民眾進行「三好運動」宣誓，呼籲大眾以實際行動響應。⟂S⟂2010年，國際佛光會中華總會在總統府前凱達格蘭大道，舉行國定佛誕節慶祝大會，再有總統馬英九先生響應大師的邀請，帶領現場各界代表宣誓，希望「全民行三好，人間更美好」。⟂S⟂,https://books.masterhsingyun.org/ArticleDetail/artcle24268
crel_53c2cff45c9b,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_c6e410b5b8b0,佛牙舍利的珍貴被追溯到佛陀涅槃荼毗後舍利由八王均分的典故；四顆佛牙中，一顆由帝釋天請去供養，另三顆之一於西元三七一年流傳到錫蘭，吉祥雲色王又在王室附近修建佛牙寺供養。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛牙舍利之珍貴稀有，因於佛陀涅槃後，以三昧真火自行荼毗火化，全身碎為各色舍利八斛四斗，乃有八王均分舍利之典故。⟂S⟂其中佛牙舍利有四顆，一顆由帝釋天帝以七寶瓶請去供養，另外三顆，其一在西元三七一年流傳到錫蘭（今斯里蘭卡），由國主吉祥雲色王在王室附近修建佛牙寺供養。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_4a0a599c2ced,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_ce96a95b9e80,一九九八年二月二十五日，國際佛光會會議宣布將於四月八日佛誕日迎接世間第三顆佛牙回台灣；消息披露後，泰國僧王、世界佛教徒友誼會、世界佛教徒青年會、法身寺、台灣佛教界等團體全力護持迎接佛牙舍利的活動，數百萬人參與此歷史盛事。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,・一九九八年二月二十五日，國際佛光會會議宣布將於四月八日佛誕日，迎接世間的第三顆佛牙回台灣。⟂S⟂消息一經披露，全世界包括泰國僧王、世界佛教徒友誼會、世界佛教徒青年會、法身寺、台灣佛教界等團體，都全力護持迎接佛牙舍利的活動，共有數百萬人，恭逢這一難遭難遇的歷史盛事。,https://books.masterhsingyun.org/ArticleDetail/artcle7847
crel_59f5d47e7e0c,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_714a2f1aa8ab,「翌日……佛牙舍利終於回到台灣」直接給出已實現的移動與到達地；「終於」排除僅為計畫，Stage264E仍缺少RitualObject到PlaceRealm的關係契約。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,由於四月八日適逢佛誕節，應泰國佛教界禮請，祈安法會結束後，佛牙舍利再被迎請至世佛會所在地皇后公園，供泰國全民瞻仰禮拜。⟂S⟂翌日，亦即四月九日下午二點三十分，佛牙舍利終於回到台灣。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_1daf445ddaa0,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_6249273fd9c8,星云法师从未怀疑这颗佛牙的真实性，并认为信仰价值不能以真假衡量；在北京和斯里兰卡佛牙同样可被质疑的比较下，他断言“讲真假是无智”。迎佛牙被他用于解释上述道理，而不是证明佛牙真假。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,他說：對於星雲法師而言，他從來就不曾懷疑過這顆佛牙的真實性，他說信仰的價值不是拿真假來衡量的，如果真的要追究起來，別人也可以質疑北京和斯里蘭卡那兩顆佛牙的真假，所以就這件事而言，他認為「講真假是無智」。⟂S⟂其實，這一切早在他的意料之中，只不過是透過迎佛牙把一些道理解釋清楚而已。⟂S⟂他說，從佛法的究竟道理講起來，佛陀說世間的一切都是假的，「國土危脆，四大苦空，五蘊無我」，色身本來就是假的。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_702153759966,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_c25598654ccd,貢噶多傑仁波切禮拜佛牙舍利後親手交給田璧雙喇嘛，恭迎團護持至世佛會會場；世佛會與泰國佛教界代表已在門口等候恭迎。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,當天一早，貢噶多傑仁波切禮拜過佛牙舍利後，親手交給田璧雙喇嘛，之後在「佛牙舍利恭迎團」團員陪同護持下，來到世界佛教徒友誼會會場。⟂S⟂此時泰國佛教界，包括泰國副僧王頌德帕菩陀詹長老、世界佛教徒友誼會副會長恰洛‧威沙門中將等人，早已等候在大門口，代表世佛會和泰國佛教界恭迎佛牙舍利。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_ed2bac137acf,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_17c24c5d8a29,祝頌經文結束後，法身寺副住持帶領出家法師與信徒虔誠地把蓮花供奉在佛牙舍利前，許多藏傳喇嘛另獻上哈達。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,在梵音聖樂聲中，祝頌經文結束後，法身寺副住持領導出家法師和信徒，很虔誠的，一一把蓮花供奉在佛牙舍利之前，許多藏傳喇嘛也一一獻上純潔的哈達。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_30dfd39de0a1,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_a7ba07810f7c,四月八日佛誕節的泰國全民禮拜儀式中，佛牙舍利由藏密貢噶多傑仁波切親手致贈，並由第一人稱敘事者代表接受。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,4.四月八日佛誕節，佛牙舍利在泰國全民虔誠禮拜儀式中，由藏密貢噶多傑仁波切親手致贈，由我代表接受。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_52ba56c05d55,ent_2690856df9d0,佛牙,RitualObject,entity_explained_by_claim,实体由语境命题解释,claim_5325d58c54b0,一九九八年佛誕節，國際佛光總會將舍利迎奉到台灣；二○○三年佛陀紀念館在佛光山舉行安基典禮，世界各地佛光信徒及宗教代表參與安基儀式法會。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,【本報記者艾倫特別報導】一九九八年四月八日佛誕節時，國際佛光總會輾轉自印度、西藏、泰國等地，將稀世珍寶釋迦牟尼真身舍利迎奉到台灣。⟂S⟂當時，佛牙舍利所經之處，瞻禮民眾摩肩擦踵的引頸期盼，為的就是能親炙佛光；⟂S⟂二○○三年的一月十二日，安奉佛牙舍利的佛陀紀念館終於在台灣高雄的佛光山舉行了安基典禮，五萬多名來自世界各地的佛光信徒和各宗教代表參與了安基儀式法會。,https://books.masterhsingyun.org/ArticleDetail/artcle19330
crel_d9847b681c83,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_4490db5b1705,佛牙舍利抵達泰國後曾暫時供奉於佛光山曼谷道場；四月八日祈安法會當天，貢噶多傑仁波切禮拜後交給田璧雙喇嘛，恭迎團護持至世佛會會場，並由世佛會與泰國佛教界代表恭迎。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛牙舍利抵達泰國後，暫時供奉在佛光山曼谷道場。⟂S⟂到了四月八日上午，假世界佛教徒友誼會大樓舉行一場「祈安法會」。⟂S⟂當天一早，貢噶多傑仁波切禮拜過佛牙舍利後，親手交給田璧雙喇嘛，之後在「佛牙舍利恭迎團」團員陪同護持下，來到世界佛教徒友誼會會場。⟂S⟂此時泰國佛教界，包括泰國副僧王頌德帕菩陀詹長老、世界佛教徒友誼會副會長恰洛‧威沙門中將等人，早已等候在大門口，代表世佛會和泰國佛教界恭迎佛牙舍利。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_f0dbfd643140,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_dd62cc617576,在中国佛教首次赴印度传戒并恢复南传比丘尼戒法的叙事中，贡噶多杰仁波切把其护藏多年的一颗佛牙舍利赠给作者，希望作者请回台湾建馆供奉，使正法永存、舍利重光。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,這是中國佛教首度跨越國家種族藩籬與法脈傳承，第一次在印度傳戒，不但順利恢復南傳比丘尼戒法，同時成就了佛教界的另一樁盛事，那就是西藏喇嘛貢噶多傑仁波切，把他護藏多年的一顆佛牙舍利贈送給我，希望我請回台灣，建館供奉，讓正法永存，舍利重光。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_f7fc608e6952,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_af42fc799628,1998年在菩提伽耶傳授國際三壇大戒並恢復南傳比丘尼戒法之際，貢噶多傑仁波切把護藏多年的一顆佛牙舍利贈給第一人稱作者，希望作者請回台灣、建館供奉，使正法永存、舍利重光。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,特別是一九九八年，我在印度菩提伽耶傳授國際三壇大戒，第一次在印度傳戒，不但順利恢復南傳比丘尼戒法，同時成就了佛教界的另一樁盛事，那就是西藏喇嘛貢噶多傑仁波切，把他護藏多年的一顆佛牙舍利贈送給我，希望我請回台灣，建館供奉，讓正法永存，舍利重光。,https://books.masterhsingyun.org/ArticleDetail/artcle5727
crel_e322c9870ed9,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_b75d192fe54a,貢噶多傑仁波切告訴敘事者，佛牙舍利經多位法王認證並由十二位仁波切聯名捐贈；後句「他」唯一回指貢噶多傑，說為避免印度政府干擾，迎請佛牙回台須由印度經尼泊爾加德滿都機場到曼谷，再從泰國迎回台灣。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,不過貢噶多傑仁波切很誠懇的告訴我，這顆佛牙舍利是經過多位法王認證無疑，並由十二位仁波切聯名捐贈。⟂S⟂他甚至提及，為了避免印度政府干擾，迎請佛牙舍利回台時必須繞境，由印度經尼泊爾加德滿都機場到曼谷，再從泰國迎回台灣。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_240e76c5a89f,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_97d2be4a138b,引文把佛牙舍利比作國旗，認為信仰者見佛像尚能生虔敬，代表佛陀真身的佛牙更能如此；迎佛牙並非迷信，而是藉崇敬行為使性靈昇華。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,「佛牙舍利就像國旗，對信仰者而言，心中有佛，無論是看到木雕或石刻的佛像，都會由然生起虔敬之心，更何況是代表佛陀真身的佛牙舍利。⟂S⟂所以迎佛牙絕非如一般人所以為的迷信，而是藉助崇敬的行為，來達到性靈的昇華。」,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_dfca822f229d,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_e82fcaed2b87,趙樸初在香港向第一人稱敘事者說：一九九八年佛牙舍利到台灣時，北京政府認為它由達賴喇嘛贈送，佛教協會因此不得不出面否認這顆佛牙。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,後來在香港，趙樸老很遺憾抱歉的對我說，一九九八年佛牙舍利到台灣，北京政府認為這是達賴喇嘛贈送的，佛教協會不得不出面否認這顆佛牙。,https://books.masterhsingyun.org/ArticleDetail/artcle5645
crel_e3a9dbeda17a,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_bb2f7b9ed582,經多次往返磋商，相關方面決定在曼谷召開的國際佛光會世界總會理事會議期間發布消息：四月八日將迎請第三顆佛牙舍利回台灣作為鎮山護國之寶，並討論恭迎方案；同時商定佛牙舍利借境泰國停留一天後再赴台。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,經過幾次的往返磋商，終於決定在國際佛光會世界總會第二屆第五次理事會議（於一九九八年二月二十七日至二十九日在泰國曼谷召開）期間，發布四月八日將迎請出現於世間的第三顆佛牙舍利回台灣，作為「鎮山護國」之寶這項消息，並討論恭迎佛牙舍利回台的方案。⟂S⟂同時商定佛牙舍利借境泰國停留一天，再迎請赴台。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_9b9f4f588cce,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_93d8d659f240,貢噶多傑仁波切因感念星雲大師與佛光山寺長期促進漢藏佛教文化交流、創設協會、舉辦會議及創立國際佛光會，遂表達贈送護藏近三十年佛牙舍利的心願，並盼在台灣建館供奉，使正法永存、舍利重光。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,根據佛陀紀念館建館緣起之說明，一九九八年二月星雲大師至印度菩提伽耶傳授「國際三壇大戒暨三皈五戒」，當時西藏喇嘛貢噶多傑仁波切，感念星雲大師及佛光山寺長期為促進世界佛教漢藏文化交流，創設「中華漢藏文化協會」，舉辦世界佛教顯密會議，並創立國際佛光會等，是弘揚人間佛教的正派道場，遂表達贈送護藏近三十年的佛牙舍利心願，並盼能在台灣建館供奉，讓正法永存，舍利重光。,https://books.masterhsingyun.org/ArticleDetail/artcle20389
crel_5c6e704bcc24,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_82a937365792,就佛牙舍利與佛指舍利供奉來臺一事，作者說星雲大師泯除其迷信色彩，為佛教徒開示應有的正知正見，並把這一整體處置評為弘揚人間佛教的具體事例之一。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,即以佛牙舍利與佛指舍利供奉來台之事而言，星雲大師泯除了迷信色彩，為佛教徒開示應有的正知正見，就是弘揚「人間佛教」的具體事例之一。,https://books.masterhsingyun.org/ArticleDetail/artcle17810
crel_2f3c08f89604,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_2feed975452c,作者把佛牙評價為比鑽石、黃金更寶貴的稀世珍寶，理由是佛牙不計較大小；並提出只要把佛牙及佛的威德、慈悲存於心中，所見世界便會成為美好世界。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛牙是稀世的珍寶，比鑽石、黃金還要寶貴，因為佛牙是不計較大小的。⟂S⟂所以，只要我們把佛牙、把佛的威德、佛的慈悲，存在我們的心中，我們看到的世界就是美好的世界。,https://books.masterhsingyun.org/ArticleDetail/artcle16220
crel_54e0ca3617af,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_ccfcbe92f71f,佛陀佛牙舍利被称为佛教珍宝；供养于斯里兰卡佛牙寺的舍利曾受塔米尔族攻击并有少许破坏，原文以“为何赠给星云法师而不赠给达赖喇嘛”的反诘强调保存这一珍宝的重要性。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,據悉，佛陀佛牙舍利是佛教珍寶，雖然供養在斯里蘭卡佛牙寺的佛牙舍利，受到塔米爾族的攻擊，有少許破壞，正極力保存外，為何西藏喇嘛會將佛牙舍利贈給星雲法師，而不贈給達賴喇嘛，顯示該佛教珍寶保存的重要性。,https://books.masterhsingyun.org/ArticleDetail/artcle19004
crel_677090e14b1b,ent_2690856df9d0,佛牙,RitualObject,entity_has_condition_claim,实体具有条件或范围命题,claim_a3213e5b9ab2,敘事者把太陽下山時普照松隆路的金光，解釋為佛牙舍利不可思議的能量磁場因萬眾佛子的虔誠而示現「佛光普照」。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,4.應該是太陽下山的時候，六時二十分，金光普照松隆路一帶。⟂S⟂真是佛牙舍利不可思議的能量磁場，因萬眾佛子的虔誠，而示現「佛光普照」。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_e24f44fa3af4,ent_2690856df9d0,佛牙,RitualObject,entity_has_interpretation_claim,实体具有诠释或修正命题,claim_152cd9d198da,《大般涅槃經》記載：最先來搶佛陀舍利的並不是人，而是護法天神帝釋天；帝釋天宣稱佛陀生前答應給他一顆牙舍利，敘述者接著說此佛牙現在供奉在忉利天。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,但根據《大般涅槃經》記載，第一個來搶佛陀舍利的並不是人，而是護法天神帝釋天，他宣稱佛陀生前答應要給他一顆牙舍利，此佛牙現在供奉在忉利天。,https://books.masterhsingyun.org/ArticleDetail/artcle7214
crel_b67033751c04,ent_2690856df9d0,佛牙,RitualObject,entity_has_interpretation_claim,实体具有诠释或修正命题,claim_74fb00cb0229,趙樸初在香港向作者說明：一九九八年佛牙舍利到台灣時，北京政府誤認它由達賴喇嘛贈送，佛教協會因此被迫否認；後來才知此佛牙並非達賴喇嘛所贈，而是由貢噶喇嘛及多位法王、仁波切共同認證贈送，趙樸初一直為此抱歉。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,後來在香港，趙樸老很遺憾抱歉的對我說，一九九八年佛牙舍利到台灣，北京政府認為這是達賴喇嘛贈送的，佛教協會不得不出面否認這顆佛牙。⟂S⟂之後才知道，佛牙舍利不是達賴喇嘛贈送，而是另外由貢噶喇嘛和許多法王、仁波切共同認證贈送的寶物，他一直引以為歉。⟂S⟂其時，我也不覺得有什麼重要，因為我一生都是大事化小、小事化無，是是非非，不去睬它就沒有事了。⟂S⟂但是有一些人，對於錯誤就是不願意修正，那也實在是無可奈何了。,https://books.masterhsingyun.org/ArticleDetail/artcle5645
crel_e8830bfba94b,ent_2690856df9d0,佛牙,RitualObject,entity_has_interpretation_claim,实体具有诠释或修正命题,claim_c06cd1763620,佛牙的真偽不是科學實驗或歷史考證的問題，而是宗教信仰的問題,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,但是佛牙的真偽，不是科學實驗、不是歷史考證，而是宗教信仰的問題，何況有三位具有認證活佛轉世資格的法王、仁波切，聯名保證。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
crel_4b39be5a66f7,ent_2690856df9d0,佛牙,RitualObject,entity_has_reasoning_claim,实体具有推论或结果命题,claim_bf1c8c836213,佛牙從印度、西藏經泰國迎奉回台灣；作者以法會中的短暫契機發起三好運動，進而主張妥善運用零碎時間既能自我受益，也能福利群倫。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛牙剛從印度、西藏，途經泰國，迎奉回台灣的時候，我也沒有想要發起「三好運動」，可是當恭迎佛牙法會進行到一半，連副總統起身講話，我看到台下萬千的群眾，不禁心有所感，所以不揣冒昧，延請副總統連戰先生和行政院長蕭萬長先生共襄盛舉，不意竟蒙獲首肯。⟂S⟂所以，大家不要小看這短短的「零碎時間」，只要運用地恰到好處，不但能自我受益，也能成為福利群倫的關鍵所在。,https://books.masterhsingyun.org/ArticleDetail/artcle6682
crel_e692f9f60e8a,ent_2690856df9d0,佛牙,RitualObject,entity_has_reasoning_claim,实体具有推论或结果命题,claim_a3e60a5f530e,佛牙舍利被稱為宇宙稀有之寶；迎回台灣供奉被描述為盛事，且被期待藉大眾禮拜與人心淨化帶來社會祥和、世界和平，作者因此在受贈當下決意在台灣建館供奉。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛牙舍利是宇宙稀有之寶，能把佛牙舍利迎回台灣供奉，不但是台灣佛教界的一大盛事，且能讓舉世大眾藉由禮拜佛牙舍利，人人「心中有佛」，由人心的淨化，帶來社會的祥和與世界的和平。⟂S⟂因此在我接受貢噶多傑仁波切捐贈的當下，早已決意在台灣覓地建館供奉，期讓全世界的有緣人都有機會禮拜、瞻仰。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_a810c7b23eee,ent_2690856df9d0,佛牙,RitualObject,entity_has_reasoning_claim,实体具有推论或结果命题,claim_0ce01da9c38b,佛牙舍利回到佛光山時受到萬名四眾弟子恭迎；作者在安奉祈願儀式中說佛牙珍貴，並期待人們瞻仰、禮拜後生起歡喜心與道德心，學習佛陀的慈悲智慧。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,此時佛光山上早已聚集了萬名以上的四眾弟子，大家滿心期待的列隊恭迎，看到佛牙舍利回山，臉上無不流露出歡喜、感動的神情。⟂S⟂因此在安奉祈願儀式中，我有感而發說：佛牙比黃金、鑽石還要珍貴，因為人們瞻仰佛牙舍利後，不但會恭敬合掌，還會生起歡喜心、道德心，我也希望大家藉由禮拜佛牙舍利，能學習佛陀的慈悲、智慧。,https://books.masterhsingyun.org/ArticleDetail/artcle9058
crel_e4b749bf65c4,ent_2690856df9d0,佛牙,RitualObject,entity_has_reasoning_claim,实体具有推论或结果命题,claim_208c0efa5ba4,作者認為迎請佛牙舍利回台供奉既是台灣佛教界盛事，也可使社會大眾因禮拜而「心中有佛」、提升人格道德並帶來祥和和平；接受貢噶多傑仁波切捐贈時，作者遂決意在台灣建塔供奉。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,我認為能將佛牙舍利迎請回台灣供奉，不但是台灣佛教界的一大盛事，也能讓社會大眾藉由禮拜佛牙舍利，人人「心中有佛」，提升人格道德，進而帶來社會祥和、世界和平。⟂S⟂所以在我接受貢噶多傑仁波切捐贈的當下，就已經決意在台灣覓地建塔供奉，期盼讓全世界的有緣人，都有機會前來禮拜、瞻仰。,https://books.masterhsingyun.org/ArticleDetail/artcle5697
crel_fee1f3becd01,ent_2690856df9d0,佛牙,RitualObject,entity_has_reasoning_claim,实体具有推论或结果命题,claim_a54cc6c5827b,佛牙舍利由大師迎回台灣供奉，被敘述為台灣佛教界盛事；社會大眾藉禮拜而「心中有佛」、提升人格道德，進而帶來社會祥和與世界和平，後文再把瞻仰機會歸因於大師的福報。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,當年佛牙舍利由大師迎回台灣供奉，不但是台灣佛教界的一大盛事，也能讓社會大眾藉由禮拜佛牙舍利人人「心中有佛」，提升人格道德，進而帶來社會祥和，世界和平。⟂S⟂因此，大師的福報讓台灣人民及全世界的有緣人，有機會到佛陀紀念館來禮拜瞻仰，感受佛陀的加持庇佑。,https://books.masterhsingyun.org/ArticleDetail/artcle15825
