evidence_id,relation_id,document_id,paragraph_id,sentence_ids,category,source_url,text,support_count,review_status
ev_7e070836a1c1,rel_7da85b8e8a4d,doc_00024161,par_00024161_0026,sent_00024161_0026_001;sent_00024161_0026_002,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24161,故知，大師的中道觀是從「般若實相」出發，既能不偏於唯心，亦不偏於唯色，是「色心並舉」、即真即俗的「真俗不二」觀。⟂S⟂因此，對於過去常有人質疑人間佛教多是事業與活動的世俗法；,1,accept_stable_edge
ev_cf66219659d1,rel_ee49fa1a98a4,doc_00009827,,,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9827,因為四聖要在人間修行成就，六凡也是在人間所造作的果報。,2,auto_keep_stable
ev_24f89f70cc0a,rel_8bfdb657c05f,doc_00015245,par_00015245_0018,sent_00015245_0018_001;sent_00015245_0018_002;sent_00015245_0018_003;sent_00015245_0018_004,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle15245,除了自取「法名」之外，大師還為自己取了不少「筆名」。⟂S⟂大師初到台灣時，立意要「以文弘法」，因此經常在台灣的報紙、雜誌、電台撰文投稿。⟂S⟂當時除了用「星雲」之法名以外，用了最多的筆名是「摩迦」。⟂S⟂如一九五三年在宜蘭撰寫《釋迦牟尼佛傳》，乃至一九四九年在苗栗法雲寺看守山林期間所寫的《無聲息的歌唱》，都是用「摩迦」為筆名發表在《人生雜誌》上。,1,new_relation
ev_ca09c1b5e183,rel_a2c07987c155,doc_00008398,par_00008398_0028,sent_00008398_0028_001;sent_00008398_0028_002;sent_00008398_0028_003;sent_00008398_0028_004,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8398,摩訶菩提協會的創辦人達摩波羅（Anagarika Dharmapala）志在復興印度佛教，有鑒於弘法工作的重要，在一九二八年組織「佛教布教團」（Buddhist Mission），派遣法師輪流駐英弘法。⟂S⟂一九五四年，在該會協助下，錫蘭佛教徒在倫敦創建「倫敦佛教精舍」（London Buddhist Vihara），這是南傳佛教在歐洲的第一座佛寺。⟂S⟂一九二八年秋天，太虛大師環遊世界弘法，從法國來到英國，受到摩訶菩提倫敦分會及倫敦佛教會的熱烈歡迎。⟂S⟂太虛大師希望在歐洲設置「世界佛學院」，倫敦的佛教徒被他為法忘軀的精神所感召，立即組成「佛教委員會」以為響應，可惜在太虛大師赴他國弘法之後，委員會的工作就告停止。,1,accept_stable_edge
ev_760e38b4945d,rel_d9aa7dc59616,doc_00000674,par_00000674_0153,sent_00000674_0153_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle674,禪門說參禪時講究心要定於一境，而淨土宗如《阿彌陀經》說，念佛要一心不亂，這不就是禪的定境嗎？,1,accept_stable_edge
ev_7284ba6c4653,rel_386511c13dbc,doc_00015088,par_00015088_0007,sent_00015088_0007_001;sent_00015088_0007_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle15088,「佛是已覺悟的眾生，眾生是未覺悟的佛」、「心、佛、眾生，三無差別」都說明眾生與佛本具同一心性，只因無明妄動而有生住異滅、迷悟染淨之相。⟂S⟂《大乘起信論》為了說明心的這種性質，遂將含攝諸法的眾生心，分為「心真如門」與「心生滅門」，以顯其體用，稱為「一心二門」。,1,accept_stable_edge
ev_c663da244677,rel_19c36955f8a1,doc_00002446,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2446,答：佛教裡將人死亡稱為「往生」，就如同出外旅遊，或者是喬遷移民，要到另一個地方。,2,auto_keep_stable
ev_a4677751abce,rel_f8842cb61f4b,doc_00015315,,,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle15315,‧佛光山文教基金會主辦第一屆「宗教文化國際學術會議」，來自十個國家地區的學者專家齊聚一堂，共同探討「宗教信仰與現代社會的關係」。,1,auto_keep_stable
ev_b2c3ee1acbba,rel_1f0f28dbf841,doc_00005048,par_00005048_0003,sent_00005048_0003_001;sent_00005048_0003_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle5048,《佛般泥洹經》說：「心當隨人，人莫隨心，心者誤人，心殺身，心取羅漢，心取天，心取人，心取畜生、蟲蟻、鳥獸，心取地獄，心取餓鬼，作形貌者，皆心所為。」⟂S⟂所以，人的心「一念三千」，時而天堂，時而地獄。,1,accept_stable_edge
ev_31c8b47e03d1,rel_8ea32ff7e6cf,doc_00013364,par_00013364_0005,sent_00013364_0005_007,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13364,所以眾生愚痴，經常在妄想中過生活，如《金剛經》所說：「一切有為法，如夢幻泡影」。,1,accept_stable_edge
ev_5652c4b947f8,rel_afdc79e03dbb,doc_00004073,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle4073,佛光山於一九九二年三月四日，舉辦「佛光山信徒身心環保淨化法會」，目的就是要大家響應環保運動，從身心六根的淨化到心外世界的淨化。,1,auto_keep_stable
ev_ce6f392534bb,rel_632400ddc6f4,doc_00017816,par_00017816_0091,sent_00017816_0091_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17816,雖然星雲大師年歲已高，但仍不斷奔波於各地參加佛事活動，發表演講，不斷以人間佛教的理念開示大眾：二○一三年四月八日，星雲大師到香港中文大學做「傳承、開創──從中大創校五十年看大學生人文關懷」為題的演講，星雲大師一生致力於建立、實踐和推廣人間佛教思想，屢次公開提出「當代社會需要人文關懷」，而這種關懷應推己及人，從親人朋友、社會大眾，進而延伸至對自然環境的關切。,1,accept_stable_edge
ev_4419aee76293,rel_2807f7b7d915,doc_00006550,par_00006550_0014,sent_00006550_0014_001;sent_00006550_0014_002;sent_00006550_0014_003;sent_00006550_0014_004;sent_00006550_0014_005;sent_00006550_0014_006;sent_00006550_0014_007,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6550,《金剛經》云：「應如是降伏其心，所有一切眾生之類，若卵生，若胎生，若溼生，若化生；⟂S⟂若有色，若無色；⟂S⟂若有想，若無想；⟂S⟂若非有想，若非無想，我皆令入無餘涅槃而滅度之。」⟂S⟂又說：布施四句偈比布施三千大千世界七寶的功德還要多。⟂S⟂我們發心度眾，並不是光用物質來施捨，最重要者，還是必須從文化教育著手，使廣大的眾生都能達到心靈的解脫。⟂S⟂所以，其他寺院道場喜歡興建佛殿，我卻積極建設講堂、禪堂、會議室、圖書館、視聽中心……其他道場在慈善、經懺上大力用心，我卻寧可沒沒無聞地發行雜誌刊物，出版三藏經典，興辦佛教學院，培養弘法人才。,1,accept_stable_edge
ev_3c13a5de1e1a,rel_e846db7892e8,doc_00003867,par_00003867_0162,sent_00003867_0162_003,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle3867,當年唐玄奘大師西行求法，本屬違法出關，太宗不但未加追究，反更優禮有加，敕令駐錫西景弘福寺，寺內置譯經院，一切經費均由國家供給，並親賜〈大唐三藏聖教序〉，勒石於碑，不僅成就玄奘大師之譯經事業，並奠定唐宋以降千百年來佛教弘化的基礎。,1,accept_stable_edge
ev_e37dfc5dfc2b,rel_63047bfc03f1,doc_00017788,par_00017788_0009,sent_00017788_0009_001;sent_00017788_0009_002;sent_00017788_0009_003;sent_00017788_0009_004;sent_00017788_0009_005,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17788,人間佛教理念來自於佛光山對佛陀一脈相承教法的深刻體證。⟂S⟂星雲大師非常注重從藏經佛典裡披尋人間佛教的經典依據，在《佛教叢書（十）人間佛教》中，收錄有經論及祖師大德法語近百則，為人間佛教的傳承提供經證。⟂S⟂從《華嚴經》和「心、佛、眾生，三無差別」的生佛不二思想和「但願眾生得離苦，不為自己求安樂」的菩薩行，追溯人間佛教思想的基礎；⟂S⟂以《維摩詰經》「心淨國土淨」的思想為據，建構出人間佛教的生活藍圖。⟂S⟂此外，還廣泛拈舉《阿含經》、《大寶積經》、《善生經》、《佛遺教經》、《佛說孛經抄》、《優婆塞戒經》等諸經，作為人間佛教的實踐依據。,1,accept_stable_edge
ev_60bf10bb7920,rel_b4f8c4d22fb7,doc_00010857,,,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle10857,結緣就是慈悲，恭敬就是慈悲，包容就是慈悲，所謂「勤修戒定慧，息滅貪瞋痴」，戒定慧也都是佛法。,1,auto_keep_stable
ev_fbe8b79e1ac0,rel_e4f11591780d,doc_00009502,par_00009502_0002,sent_00009502_0002_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9502,佛教開始有「供僧法會」，起源於《盂蘭盆經》記載：佛陀的十大弟子「神通第一」的目犍連尊者，在禪定中見到亡母墮入餓鬼道，受無量苦，於是請示佛陀，如何令其母脫離餓鬼道苦。,1,accept_stable_edge
ev_958d120ca0e1,rel_001b69a67ff1,doc_00000154,par_00000154_0040,sent_00000154_0040_001;sent_00000154_0040_002;sent_00000154_0040_003;sent_00000154_0040_004,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle154,此外，《法華經》的思想大義，有一念三千、百界千如、三種世間、性具思想、二諦圓融等。⟂S⟂所以，懂得法華的要義，就會知道「百界千如，一念三千」，原來十法界的眾生都不離一心，一心圓具萬法，萬法就在我們的一心。⟂S⟂所謂「心佛眾生，三無差別」，眾生與諸佛在自性上本來平等，只是覺悟有先後，佛性並沒有差別。⟂S⟂為了說明凡夫眾生都具有如來智慧德相，佛和眾生都是平等的，所以，在《法華經》裡，就有七個譬喻：,1,accept_stable_edge
ev_ee053fa63ae2,rel_2e34f497e64b,doc_00006847,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6847,為三界五部的無明，也就是三界的痴煩惱，叫做無明漏。,1,auto_keep_stable
ev_84033d47083a,rel_590f2dfc6eaa,doc_00008392,par_00008392_0141,sent_00008392_0141_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8392,佛光山在社會教育事業上，辦有幼稚園、均頭中學、普門中學、西來大學、佛光大學、南華大學、南天大學、光明大學、信徒講習會、都市佛學院、勝鬘書院……僧伽教育事業上，辦有十六所佛教學院，分布在世界各地，學生近千人。,1,repair_direction_or_endpoint
ev_d1146d48e4bc,rel_098ad79bbe44,doc_00005692,,,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle5692,長老道安法師創建的松山寺，才傳承兩代就難以繼續，不禁令人唏噓。,1,auto_keep_stable
ev_6db38d78dd99,rel_b161826aa150,doc_00003973,par_00003973_0018,sent_00003973_0018_001;sent_00003973_0018_002;sent_00003973_0018_003;sent_00003973_0018_004;sent_00003973_0018_005;sent_00003973_0018_006;sent_00003973_0018_007;sent_00003973_0018_008;sent_00003973_0018_009;sent_00003973_0018_010;sent_00003973_0018_011,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3973,全稱六波羅蜜，即：布施、持戒、忍辱、精進、禪定、般若。⟂S⟂菩薩發心修學大乘法門，不出於六波羅蜜，六波羅蜜即大乘的異名。⟂S⟂《勝鬘經》說：「攝受正法即是波羅蜜。」⟂S⟂六波羅蜜是菩薩行的大綱，菩薩如果修行六波羅蜜，具足福慧資糧，圓滿所修，便得證悟無上正等正覺。⟂S⟂如《發菩提心經論》卷上說：「布施是菩提因，攝取一切諸眾生故；⟂S⟂持戒是菩提因，具足眾善，滿本願故；⟂S⟂忍辱是菩提因，成就三十二相八十隨形好故；⟂S⟂精進是菩提因，增長善行，於諸眾生勤教化故；⟂S⟂禪定是菩提因，菩薩善自調伏，能知眾生諸心行故；⟂S⟂智慧是菩提因，具足能知諸法性相故。」⟂S⟂可見六度是成就菩提道果的必備條件。,1,accept_stable_edge
ev_e9a645551341,rel_4012a9acb2f0,doc_00008639,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8639,例如國際佛光會歷年來舉辦的「淨化人心七誡運動」、「監獄八關齋戒修道會」、「反煙毒運動」、「禪淨共修祈福法會」、「慈悲愛心列車」、「慈悲愛心人」等活動，已然引起社會大眾對「淨化人心、重整道德、找回良知、安定社會」的期盼與覺醒。,2,auto_keep_stable
ev_5436af2ca32f,rel_abab2da189bd,doc_00008762,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8762,緣起是無自性，無自性所以是空，龍樹菩薩從緣起和合的現象中，直指「緣起」與「性空」不是對立的，因而建立「緣起就是性空，性空就是緣起；,1,auto_keep_stable
ev_6516ebc31de3,rel_1625c180b99c,doc_00005722,par_00005722_0104,sent_00005722_0104_001;sent_00005722_0104_002;sent_00005722_0104_003;sent_00005722_0104_004,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle5722,田璧雙喇嘛（一九二五～二○○五，安徽郎溪縣人）是一位正直的君子、虔誠的佛教徒，數十年前，他在高雄擔任稅捐處處長時，我就和他有來往。⟂S⟂他接任理事長之後，行事周全，很令人敬重。⟂S⟂一九九八年，佛光山能將西藏貢噶多傑仁波切捐獻的佛牙舍利，從印度經泰國迎請來台，實際上就是他聯絡十多位法王共同簽字完成的。⟂S⟂但是後來卻引發中國佛教協會疑慮，以為是達賴喇嘛贈送，這實在是天大的錯誤了。,1,accept_stable_edge
ev_f1f753e9febb,rel_2377a5f4e218,doc_00017788,par_00017788_0009,sent_00017788_0009_001;sent_00017788_0009_002;sent_00017788_0009_003;sent_00017788_0009_004;sent_00017788_0009_005,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17788,人間佛教理念來自於佛光山對佛陀一脈相承教法的深刻體證。⟂S⟂星雲大師非常注重從藏經佛典裡披尋人間佛教的經典依據，在《佛教叢書（十）人間佛教》中，收錄有經論及祖師大德法語近百則，為人間佛教的傳承提供經證。⟂S⟂從《華嚴經》和「心、佛、眾生，三無差別」的生佛不二思想和「但願眾生得離苦，不為自己求安樂」的菩薩行，追溯人間佛教思想的基礎；⟂S⟂以《維摩詰經》「心淨國土淨」的思想為據，建構出人間佛教的生活藍圖。⟂S⟂此外，還廣泛拈舉《阿含經》、《大寶積經》、《善生經》、《佛遺教經》、《佛說孛經抄》、《優婆塞戒經》等諸經，作為人間佛教的實踐依據。,1,accept_stable_edge
ev_5becc0ca97d9,rel_7c38103dbf6a,doc_00014003,par_00014003_0004,sent_00014003_0004_001;sent_00014003_0004_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle14003,「莫怪靈山留一笑，如來原是賣花人」，當初佛陀在靈山會上，對百萬人天講說佛法時，拈一朵花在手上，示現大眾，弟子大迦葉遙望佛陀手上的花微微一笑，他的心與佛陀相應了，因此佛陀說：「我有正法眼藏，涅槃妙心，實相無相，微妙法門，不立文字，教外別傳，付囑摩訶迦葉。」⟂S⟂大迦葉尊者在靈山會上，透過對佛陀的一笑，繼承了佛陀的正法，佛陀藉花傳道，故幽默一點說：「如來原是賣花人」。,1,accept_stable_edge
ev_f9694fbcce82,rel_0061e492894c,doc_00005690,,,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle5690,在台灣的寺院當中，唯一不是以民間的財力完成，全由政府提供經費完成的，也就是位於日月潭的玄奘寺了。,1,auto_keep_stable
ev_298762a205ef,rel_1a2a3e9155a6,doc_00017447,par_00017447_0035,sent_00017447_0035_001;sent_00017447_0035_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17447,對女眾，星雲大師一向就是仁慈而平等對待的。⟂S⟂他常常向南傳國家的僧眾提議恢復比丘尼戒的傳承，而且相當肯定女眾在佛教中的貢獻。,1,accept_stable_edge
ev_a23a73be0735,rel_a5729ce1f19c,doc_00008392,par_00008392_0141,sent_00008392_0141_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8392,佛光山在社會教育事業上，辦有幼稚園、均頭中學、普門中學、西來大學、佛光大學、南華大學、南天大學、光明大學、信徒講習會、都市佛學院、勝鬘書院……僧伽教育事業上，辦有十六所佛教學院，分布在世界各地，學生近千人。,1,accept_stable_edge
ev_03ee0bad7b2d,rel_cab73c3c0e83,doc_00008048,par_00008048_0007,sent_00008048_0007_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle8048,◎人人的自性本自清淨，念阿彌陀佛就是要念出自己的彌陀自性，將自己本身的性能以拜佛、念佛來發掘，讓句句佛號將失落的自我找回來。,1,accept_stable_edge
ev_47e7a612fc74,rel_a0fcb930b83c,doc_00001009,,,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle1009,無明經過修行，就成為真如、成為佛性，所以，無明是生命的本體，是生死的根本。,1,auto_keep_stable
ev_8ef0f98373c8,rel_24ba734a5f8f,doc_00008407,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8407,2.建造寺院：聖德太子創建許多寺院，其中以四天王寺、廣隆寺、法隆寺、中宮尼寺等七寺最著名。,1,auto_keep_stable
ev_025d226faac9,rel_40499f3a40bd,doc_00023747,,,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23747,這幾年來妙僧擔任佛光診所的執行長，我指示他要把佛光診所制度健全，能可以照顧山上的徒眾，也可以對社區鄰里服務。,1,auto_keep_stable
ev_e97472c260cd,rel_2d8886e3370b,doc_00000724,par_00000724_0074,sent_00000724_0074_001;sent_00000724_0074_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle724,佛光山的朝山會舘，是為了方便信徒來山禮佛之時，不必為「吃」、「住」費心而建設的，純粹是服務性質。⟂S⟂所以朝山會舘的形象是：對往來的信眾，微笑招呼、點頭寒喧、合掌歡迎、談話接待、送茶問候……而不是信徒來了，有送飯菜及茶水就了事。,1,accept_stable_edge
ev_224077d35e7d,rel_fb8b43ca7375,doc_00015122,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle15122,五戒，是做人的根本，是成佛的基礎。,1,repair_stable_edge
ev_58c90c76d461,rel_3087bf10bb23,doc_00015567,par_00015567_0016,sent_00015567_0016_002,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle15567,然而不論道場在何方，信徒有多少，佛光山始終堅守「以文化弘揚佛法，以教育培養人才，以慈善福利社會，以共修淨化人心」的四大宗旨。,1,repair_direction_or_endpoint
ev_89d878c46fcf,rel_d7e0fda810ce,doc_00014890,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle14890,唐朝道積法師，四川人，住持益州福感寺。,1,auto_keep_stable
ev_9c2d3f8b7658,rel_051dff9801a9,doc_00007858,,,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle7858,文殊講堂為慧律法師所創建，慧律法師是佛教的青年才俊，其演講曾風靡全台灣。,2,auto_keep_stable
ev_e36adb393f31,rel_55c7329852ba,doc_00006440,par_00006440_0016,sent_00006440_0016_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6440,因為我總是想到：嚴居士一生捨身捨命，利教利人，不但在台灣成立嚴寬祜文教基金會弘法利生，近來更於大陸籌畫以漫畫弘揚佛法，並且對各佛學院頒發獎學金，對各佛教道場贈衣贈食，信眾如此為佛教添油香，我們僧眾又何嘗不能「為信徒」布施歡喜，「添加油香」呢？,1,accept_stable_edge
ev_a39ac006f61b,rel_8b0b36470ef6,doc_00009671,,,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9671,佛教講智慧，智慧就是佛法；,4,auto_keep_stable
ev_cc2052e70550,rel_d984e20b067d,doc_00013794,,,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13794,什麼是福行？ ⟂S⟂ 就是布施、服務、修橋鋪路，給人種種的利益方便，為人服務奉獻，將來招感的果報必然是萬事如意，圓滿吉祥。,1,auto_keep_stable
ev_376d131d9614,rel_1a4da96e03f5,doc_00024692,par_00024692_0018,sent_00024692_0018_001;sent_00024692_0018_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle24692,佛教教主釋迦牟尼佛，出生在西紀前五六三年四月八日，降誕的地點就是在被稱為四大文化古國之一的印度，這是在中外歷史上均有記載的。⟂S⟂所以，佛教的教主釋迦牟尼佛，決不可以把他看作是來去無影無蹤的神仙，也不可以把他視為是玄想出來的天帝。,1,accept_stable_edge
ev_642d853d06bf,rel_8f90e83ed13c,doc_00008639,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8639,例如國際佛光會歷年來舉辦的「淨化人心七誡運動」、「監獄八關齋戒修道會」、「反煙毒運動」、「禪淨共修祈福法會」、「慈悲愛心列車」、「慈悲愛心人」等活動，已然引起社會大眾對「淨化人心、重整道德、找回良知、安定社會」的期盼與覺醒。,2,auto_keep_stable
ev_c2f32748c309,rel_2cd8636165ef,doc_00008365,,,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle8365,華僑計有十萬人，但多信奉神道教，四月分若能成行，將正信的佛教傳入南美洲，意義非凡。,1,auto_keep_stable
ev_b123f2e809a9,rel_52a146312b2b,doc_00002454,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2454,永明延壽禪師提倡「禪淨共修」，每念一句「阿彌陀佛」，十里之內都可以聽到；,1,auto_keep_stable
ev_d427813422ca,rel_ae58220ed09b,doc_00002398,par_00002398_0113,sent_00002398_0113_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2398,念佛不能念到一心不亂，所謂「散亂心念佛」，在佛教講，還是可以增加福報，會有福德因緣的。,1,accept_stable_edge
ev_ca609aa6890b,rel_f79cc0ea3f6f,doc_00016162,,,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16162,所以，我們對於時間，應該要像菩薩發心修行一樣，一發心就是三大阿僧祇劫，不希望速成，而且時間愈長愈好，做事愈多愈好，什麼都是愈大愈好，愈難愈不怕，愈苦愈有精神。,1,auto_keep_stable
ev_9ad360bed018,rel_120f8c08119d,doc_00003798,par_00003798_0016,sent_00003798_0016_001;sent_00003798_0016_002;sent_00003798_0016_003;sent_00003798_0016_004;sent_00003798_0016_005,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle3798,在中國的禪門，一直都很著重「自覺」，凡事要靠自己去參，不能說破。⟂S⟂當初佛陀在靈山會上「拈花示眾」，迦葉尊者靈犀相應，破顏而笑，於是佛陀把「正法眼藏，涅槃妙心；⟂S⟂實相無相，微妙法門；⟂S⟂不立文字，教外別傳，付囑摩訶迦葉」。⟂S⟂禪，因此就在「拈花微笑」、師徒心意相契的剎那之間流傳下來，這就是「自覺」。,1,accept_stable_edge
ev_92daa9755c07,rel_602f5b9f0691,doc_00008836,,,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8836,*3出家戒包括：a.沙彌（尼）戒，即不殺生、不偷盜、不淫、不妄語、不飲酒、不塗飾香鬘、不歌舞觀聽、不坐臥高廣大床、不非時食、不蓄金銀寶。,1,auto_keep_stable
ev_982d35d644cd,rel_cd1d4185be6c,doc_00017810,,,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17810,美國西來寺則年年與當地各個宗教舉行聯合祈福法會，並且經常與當地教會合作，參與各項賑濟活動，展現了平等無私的胸懷。,1,keep_stable_register_endpoints
ev_1e0e37614d0e,rel_652eca1dcffb,doc_00021752,par_00021752_0007,sent_00021752_0007_001;sent_00021752_0007_002;sent_00021752_0007_003;sent_00021752_0007_004;sent_00021752_0007_005,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle21752,般若，是即相顯性的甚深義理，不是一般凡夫所能理解的，因此佛陀大慈大悲，宣說《阿彌陀經》，以持念阿彌陀佛聖號求生淨土為主要修行法門，這是善巧中最善巧的法門，方便中最極方便的法門。⟂S⟂所謂三根普被，萬善同歸，是說明此一念佛法門，若以持名念佛，也能消業障，增長福德及信心，若中等根性以觀想念佛或觀像念佛，能依佛像為所緣，一心繫念，達於專注一趣，引生正定，依定觀慧，由此離煩惱繫縛而得解脫。⟂S⟂上等根性若以實相念佛，從緣起畢竟空中，徹見萬化之本性，所謂人身長大，則為非大身，所謂莊嚴佛土者，即非莊嚴，是名莊嚴，所謂三千大千世界，即非世界是名世界。⟂S⟂一切的一切，無非是緣起的假和合，體悟此法性，即所謂見緣起即見佛。⟂S⟂綜合三種念佛，故說淨土法門為三根普被，而在淨土諸經中，以《佛說阿彌陀經》為最簡明、最方便。,1,new_relation
ev_c236fecc9e0b,rel_8ed830f0dd4e,doc_00009012,par_00009012_0009,sent_00009012_0009_001;sent_00009012_0009_002;sent_00009012_0009_003;sent_00009012_0009_004;sent_00009012_0009_005;sent_00009012_0009_006,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle9012,最初我計劃要辦佛教學院的時候，有人好心的警告我：「你和學生會沒有飯吃。」⟂S⟂又說：「你一無所有，以後信徒不敢和你接近。」⟂S⟂我仍然不顧一切，為了學院的日常開支，一向不做經懺佛事的我，經常到殯儀館替人念經，到太平間替剛往生不久的人念通宵，為的是單嚫會比較多些。⟂S⟂為了念經的人眾不夠，當時負責教務的李小姐就發心剃度，參與誦經的行列，那就是現在的慈莊法師；⟂S⟂負責訓導的張老師每天出去幫忙麵包店裡包月餅糖果，希望獲得別人多一些贊助，那就是現在的慈惠法師。⟂S⟂還有慈惠法師和慈容法師、吳寶琴、楊慈滿等，以教幼稚園的所得，也全部奉獻出來補貼學院的開支。,1,new_relation
ev_b4e8fbb2cd05,rel_613784f8928c,doc_00024403,par_00024403_0008,sent_00024403_0008_001;sent_00024403_0008_002;sent_00024403_0008_003;sent_00024403_0008_004;sent_00024403_0008_005;sent_00024403_0008_006;sent_00024403_0008_007;sent_00024403_0008_008;sent_00024403_0008_009;sent_00024403_0008_010;sent_00024403_0008_011,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle24403,對於持戒，煮雲法師很熱心的傳授三皈五戒，參加三壇大戒，做尊證、教授阿闍黎、羯磨阿闍黎。⟂S⟂甚至於經常為信徒舉行八關齋戒，舉辦各種活動，像精進佛七、念佛會等。⟂S⟂一般人持戒，大部分都是從小節上著眼，而煮雲法師的持戒是從積極的上面去做，例如：以五戒來說，不殺生，就要放生。⟂S⟂經常可以看到煮法師在各地舉行放生，提倡放生。⟂S⟂其次是布施，他經常布施，賑濟窮困。⟂S⟂鼓勵家庭和諧，勸導世間人誠實。⟂S⟂尤其在煮雲法師的一生中，從來不打妄語、不說謊。⟂S⟂對於任何一個人的發財、富貴，得到的利益，都能隨喜讚歎，從來沒有說一句苛責批評的話。⟂S⟂我跟他一起到各處參訪弘法，大家對我的重視有時超越他，但是，他對我從來沒有心存不滿或嫉妒，我得到利益，他為我歡喜，沒有一點疑忌的心理。⟂S⟂煮法師持戒的嚴謹，在積極上，我們用持戒波羅蜜來讚美他，他把戒律轉化成道德、慈悲，與人為善、為樂，把戒條從日常生活中表現出來。⟂S⟂所以，我用持戒波羅蜜來形容他。,1,accept_stable_edge
