claim_evidence_id,claim_id,claim_relation_ids,document_id,paragraph_id,sentence_ids,category,source_url,text,support_count
cev_683cc231882b,claim_2ffd058d8e1b,crel_81b6486b4cbd;crel_0f56ac7464f4,doc_00024683,par_00024683_0008,sent_00024683_0008_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle24683,佛教教主釋迦牟尼佛，出生在二千五百七十九年前的四月八日，降誕的地點就是被稱為四大文化古國之一的印度，這是在中外歷史上均有記載的。,1
cev_bb7f260f888a,claim_661a07022e58,crel_0165de3cc4f4,doc_00002491,par_00002491_0021,sent_00002491_0021_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2491,10.謗三寶戒：佛子不得自謗三寶、教人謗三寶、謗因、謗緣、謗法、謗業。,1
cev_193bfbb367ab,claim_7a683d4c48ea,crel_e6ae7d809841,doc_00019004,par_00019004_0009,sent_00019004_0009_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle19004,星雲法師並以《華嚴經》中的「不忘初心」、《維摩經》的「不請之友」、《八大人覺》的「不念舊惡」及《大乘起信論》的「不變隨緣」等四句偈，期勉戒子們，希望戒子能對佛教信仰、社會大眾、朋友、佛法等要有弘法利生，精進辦道的原則，同時做個生活佛法化、行持律儀化、弘法人間化，住世結緣化、觀念正見化、共事謙虛化、成就集體化、視野國際化的現代菩薩僧伽。,1
cev_836f365080d0,claim_be50007cff14,crel_d98d4723f321,doc_00000898,par_00000898_0048,sent_00000898_0048_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle898,識透法身非三十二相所能述盡，見「諸相非相」的真諦，知方寸顯百千法門，心源現恆沙功德，吾人在行住坐臥中，即能如道元禪師「常留一滴水」，遍流千億人，為恆沙界一切有情，解除生死的乾渴。,1
cev_f3bf8c7b50e8,claim_e3e33f1215c1,crel_9b3fd694c0b4,doc_00007161,par_00007161_0010,sent_00007161_0010_001;sent_00007161_0010_002;sent_00007161_0010_003;sent_00007161_0010_004,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle7161,惠能大師也說過：「無念念即正，有念念成邪。」⟂S⟂意思是吾人只要了悟自心，就是契入佛之知見；⟂S⟂反之，揣測度量經典教化，不僅落入知識文字的迷障，恐怕也容易墮入偏邪知見的疑謗。⟂S⟂要知道，對佛法的體解，不同於知識，它不是世智辯聰，也不是模仿人語的鸚鵡禪，而是在「聞如是」之後，還要「信受奉行」，才能親嘗禪的甘露法水。,1
cev_e5c554dfa0c5,claim_e5fffc521a90,crel_3ce2500b0966,doc_00019380,par_00019380_0003,sent_00019380_0003_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle19380,法鼓山創辦人聖嚴長老開場致詞時表示，人類不斷想征服自然，恣意使用各種資源，沒想到反而製造更多矛盾與煩惱，若想解決這些問題，根本之道應從「心」做起，而這也是法鼓山多年來倡導的「心靈環保」，每個人只要能看得開、放得下，就能減少痛苦煩惱，也不會滿懷欲望與貪念，如此一來，才可解決社會各種失序問題。,1
cev_d3b7e29a5181,claim_cefa8af69984,crel_180ed7f071f0,doc_00017988,par_00017988_0044,sent_00017988_0044_001;sent_00017988_0044_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17988,再者，星雲大師自年輕時便知文化教育工作的重要，為了文教的扎根，創辦佛學院初期，即便身無分文，靠著「十方來，十方去」之理念堅決辦學。⟂S⟂因此，興辦道場、佛學院，不斷培養人才與寫作的好筆，佛光山派下慈惠法師、慈嘉法師、依空法師、依昱法師、依晟法師、永莊法師、永芸法師、滿果法師、滿義法師、滿濟法師等都是佛光山的好筆，佛光山的刊物出版源源不斷，實因星雲大師不斷培養寫作的人才，如此扎實養成能寫的人才，至今，也才能有《人間福報》日報的出現。,1
cev_0afde96acb06,claim_0d71b3eabad4,crel_b228d901cf16,doc_00024089,par_00024089_0018,sent_00024089_0018_003,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24089,因此，佛教現代化，是「依義不依語」的善巧方便，以現代人可以接受的方式，將佛教教義以人人能懂、能接受的方式推動，例如「三好四給」、「五戒十善」、「六度四攝」等這些內容，都蘊含著傳統與現代互補的邏輯。,1
cev_94f9942aebc1,claim_eb51cd93b51a,,doc_00002415,par_00002415_0095,sent_00002415_0095_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2415,每一堂佛事都有信徒的親朋好友來參加，因此出家人要能夠說法，這場佛事才有佛法，有佛法才有辦法。,1
cev_b37a460f0f29,claim_bfe0988145f1,crel_ef1acb646e62,doc_00015648,par_00015648_0219,sent_00015648_0219_001;sent_00015648_0219_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15648,佛陀所說的「摩尼寶珠」，其實就是我們的心，我們的佛性；⟂S⟂但是一般人不懂自性珍寶，因此迷失自己。,1
cev_a83c7b56f395,claim_2e9ef41bca7e,crel_4612dbcac4ea,doc_00013849,par_00013849_0004,sent_00013849_0004_003,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13849,佛教常講「情與無情，同圓種智」，大地山河、樹木花草等一切無情，都能成佛，但是樹木花草的成佛，不是它自己能成佛，而是修道者自己開悟了；,1
cev_1130e8725f5b,claim_344769c3ec43,crel_5f5bf1c9d55c,doc_00014650,par_00014650_0005,sent_00014650_0005_004;sent_00014650_0005_005,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle14650,而且，待人要謙和，唯有飽滿的人才懂得低頭，謙虛是與人和諧相處的祕訣，不但能贏得友誼，更能得到助力。⟂S⟂至於處事的態度，則要講求公平，不要因個人的喜怒愛憎而偏頗，唯有公平才能無爭，無爭才能安定。,1
cev_6875e3df736c,claim_be6db451d6cc,crel_c4e26e40493c,doc_00009311,par_00009311_0011,sent_00009311_0011_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9311,佛教並不是「宿命論」，而是「緣起論」。,1
cev_997c66017407,claim_acf2c5f3228b,crel_d177219f0970,doc_00009349,par_00009349_0004,sent_00009349_0004_002;sent_00009349_0004_003,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9349,受人請託，給予助緣，這很正常。⟂S⟂其實，在世間生活，很多時候我們都要靠父母、親戚、師長、朋友，乃至社會大眾給予我們的支助，才能衝過重重的難關，因此我們也應該學習《維摩詰經》所說的「眾人不請，友而安之」，做一位「不請之友」，不必等人家來請託，只要我有力量，就隨喜隨緣的奉獻、幫助，給予人間一些因緣。,1
cev_275fc907d7cf,claim_97e58396096a,crel_b39ab2ac3340,doc_00013826,par_00013826_0003,sent_00013826_0003_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13826,「於法不修行，多聞亦如是」，有些人天天聽經聞法，也讀了許多經典，卻不願意實踐力行，佛法對這種人而言，不但沒有利益，也不能受用，當然更談不上解脫了。,1
cev_7205c398a2a0,claim_5690f91e2920,crel_f12bf020ef44,doc_00017785,par_00017785_0004,sent_00017785_0004_003;sent_00017785_0004_004,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17785,釋迦用自己成佛而入世、開示眾生、幫助眾生得智慧成佛果的事蹟，表明了釋迦慈悲為本、入世修行的情懷。⟂S⟂這種情懷和釋迦佛教的教義是統一的，緣起論、四聖諦論中釋迦示人以苦成之理和滅苦之道，提示人們既注重自我修行，也注重入世修行。,1
cev_332216f22820,claim_c482f5a16039,crel_1ca1dfdbbfa7,doc_00010872,par_00010872_0033,sent_00010872_0033_002;sent_00010872_0033_003,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle10872,我曾經有過一次機會，可以就讀國立教育學院，是多少教授保舉我去的，連考試都不需要。⟂S⟂那個時候，一個出家人有這樣的機會，求也求不到。,1
cev_98f9c7153782,claim_d047c173e5eb,crel_2cc529127cda,doc_00017801,par_00017801_0045,sent_00017801_0045_001;sent_00017801_0045_002;sent_00017801_0045_003;sent_00017801_0045_004;sent_00017801_0045_005;sent_00017801_0045_006;sent_00017801_0045_007,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17801,至於「佛光禪」的修學方法，如禪坐的基本方法（上座、調身、調息、調心、下座等）因篇幅限制，茲不再述。⟂S⟂在此應該指明的是，「佛光禪」重實踐修持。⟂S⟂但實踐必須由正見引導，才能在菩提道上從容自在的拾級進修，不致盲修瞎練。⟂S⟂有鑒於此，「佛光禪」基於星雲大師所倡導的「人間佛教」理念，提出以「菩提心」為核心，綜攝大、小乘佛法之菩提道次，以此安立「禪觀」的具體次第與方法，更依發願行菩提心的深淺，訂定修學目標。⟂S⟂使學人從健全人格開始，逐漸啟發「願行菩提心」，待備辦福德、智慧資糧，再進階證取「勝義菩提心」而圓成佛道。⟂S⟂佛光禪法雖注重世間修學，但其修學旨趣卻全然指向出世間的解脫佛道。⟂S⟂否則，其「勝義菩提心」即無從安立。,1
cev_c95896fbbf61,claim_41e3fd59399e,crel_66cfffbf013b,doc_00005616,par_00005616_0004,sent_00005616_0004_004,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle5616,一個人若到了不講理時，好話、善言、佛法就一點也派不上用場，因此就會有煩惱；,1
cev_5c033a1ee475,claim_4d648d04d397,crel_b86f5bc428ca,doc_00017810,par_00017810_0023,sent_00017810_0023_002;sent_00017810_0023_003,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17810,佛教教主釋迦牟尼佛為一大事因緣降誕於人間，目的是為了「示教利喜」，令眾生悟入佛的知見，得以離苦得樂。⟂S⟂因此，當初佛陀在印度席不暇暖，沿著恆河流域走遍南瞻部洲十六王國，說法不倦，為教化人間社會，應眾生根機的不同，開演出八萬四千契理契機的佛法，就是一種「人間佛教」的體現。,1
cev_df1acb5d7864,claim_66d9db8e30a3,crel_303947d75849,doc_00001793,par_00001793_0055,sent_00001793_0055_004;sent_00001793_0055_005,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle1793,尤其，佛教和其他宗教不同，佛教並不是一味的叫人信仰，佛教的信仰是要我們建立在理智上、慧解上，甚至可以建立在疑情上，所謂「大疑大悟、小疑小悟、不疑不悟」，佛教的緣起、中道、因果等教義，可以究竟解答人生的迷惑。⟂S⟂所以，過去我曾經說過，一個人可以什麼都不信，但不能不信因果，因為一個人有了因果觀念，才能慎行於始，才能防非止惡，才能眾善奉行，才會有光明的前途。,1
cev_4962c4bf7d5b,claim_9593ea4f5b7a,,doc_00000098,par_00000098_0025,sent_00000098_0025_002;sent_00000098_0025_003,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle98,與僧信弟子的往來，也總能「示教利喜」。⟂S⟂因此，弟子們聞法後，都是「依教奉行」，並且歡喜踴躍，作禮而去。,1
cev_f02d98262c7d,claim_df1b801ad34c,crel_d3b1de3d5d56,doc_00013215,par_00013215_0005,sent_00013215_0005_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13215,過去叢林裡有很多老和尚，在禪堂一住就是幾十年，他們威儀莊重的道風，就是從行住坐臥、參禪悟道中慢慢養成的。,1
cev_f76becb4c28c,claim_b40d4c79fcfa,crel_84f451b20484,doc_00006694,par_00006694_0003,sent_00006694_0003_002;sent_00006694_0003_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6694,一說到念佛，便直覺地以為是念阿彌陀佛。⟂S⟂這是因為在中國及日本、韓國，特別弘揚彌陀思想之故。,1
cev_01d7c9d43e58,claim_90ce53550b3f,crel_7dd089a647b4,doc_00024116,par_00024116_0104,sent_00024116_0104_001;sent_00024116_0104_002;sent_00024116_0104_003;sent_00024116_0104_004,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24116,1998年第一屆「台灣佛教寺院行政管理講習會」於佛光山舉辦，獲教界熱烈響應。⟂S⟂為幫助南傳國家恢復比丘尼戒法，同年2月，大師到印度菩提迦耶傳授國際三壇大戒，並舉行多次在家五戒、菩薩戒會。⟂S⟂4月，率團從印度恭迎佛牙舍利蒞台供奉；⟂S⟂同年到馬來西亞弘法，與信奉伊斯蘭教的馬國總理馬哈迪會談，被譽為中馬兩國佛教與伊斯蘭教交流的盛事。,1
cev_8a709682079f,claim_372988cbaa6b,crel_30c111765670,doc_00000180,par_00000180_0042,sent_00000180_0042_007,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle180,求受具足戒的出家比丘、比丘尼等大善知識，都稱為僧寶。,1
cev_6c5743ca30f7,claim_ace8dd8cca29,crel_8c58e76b5df4,doc_00004064,par_00004064_0013,sent_00004064_0013_006,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle4064,得具足五通已，不能變化故，所度未廣，不能降化邪見、大福德人，是故求如意神通。,1
cev_0bb62b61d2fd,claim_50afaeb094e3,crel_85cca4bf81c5,doc_00008836,par_00008836_0022,sent_00008836_0022_001;sent_00008836_0022_002;sent_00008836_0022_003;sent_00008836_0022_004;sent_00008836_0022_005;sent_00008836_0022_006,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8836,出家戒包括：a.沙彌（尼）戒，即不殺生、不偷盜、不淫、不妄語、不飲酒、不塗飾香鬘、不歌舞觀聽、不坐臥高廣大床、不非時食、不蓄金銀寶。⟂S⟂b.式叉摩那戒是沙彌尼在受比丘尼戒前，必須先修學的六法戒，二年之內戒行清淨，方能受持比丘尼戒，這一段期間稱為「式叉摩那」。⟂S⟂六法戒為不殺畜牲、不偷三錢、不摩觸、不小妄語、不飲酒和不非時食。⟂S⟂c.比丘（尼）戒又稱具足戒，因與沙彌（尼）所受十戒相比，戒品具足，故稱具足戒。⟂S⟂佛陀希望僧眾藉由戒律的規範，以養成足堪住持佛法，成為人天師範的僧格，使正法得以久住，佛法長存。⟂S⟂《四分律》載，比丘戒有二百五十條，比丘尼戒有三百四十八條。,1
cev_94296f0277c0,claim_abe09d9fbb97,crel_43263351483c,doc_00024155,par_00024155_0015,sent_00024155_0015_001,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24155,佛光童軍以「三好──做好事、說好話、存好心」為精神，在世界各地實踐三好，協助寺院道場發送臘八粥與眾結緣，也發起冬季舊衣募集，更因熱心服務社區而獲得「美國總統義工服務獎」殊榮。,1
cev_67b1a9ad3219,claim_7ccde0c22d2d,crel_978e4db7a0ac,doc_00024075,par_00024075_0090,sent_00024075_0090_001;sent_00024075_0090_002,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24075,所以，總的來說，無論是印度佛教，還是中國佛教，大乘佛教義理學的核心與基礎，都是基於般若智慧與善巧方便辯證交融的思想原則。⟂S⟂但是自宋元明清以來，中國佛教在中國思想整體中愈來愈失去其應有的主體性地位，也愈來愈流入鬼神化、山林化的路徑，其現實人生性及社會參與性明顯下落，佛教的整體存在及其教化功能呈現下墮趨勢。,1
cev_a5347c31e941,claim_d5754b2dc411,crel_4a546c154963,doc_00006841,par_00006841_0204,sent_00006841_0204_001;sent_00006841_0204_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6841,當我們前七識有所活動時，會在心理上遺留印象、痕跡，積存在第八識中，成為以後認識的依據，將來具有發生「再認識」的功能、作用。⟂S⟂這種認識過程中的經驗累積，儲存在阿賴耶識裡頭，就叫作「薰習」，說明「世間」的知識是在實踐中逐漸開發，「出世間」的智慧也不是與生俱來而已，還要加上後天聽聞佛法逐漸增長。,1
cev_0a618f58cc39,claim_4ed1ebc43810,crel_d6a8f76e1a10,doc_00023181,par_00023181_0287,sent_00023181_0287_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle23181,因此，《大智度論》又說：「過去、現在、未來諸佛皆從般若生。」,1
cev_f3622ccb3bc9,claim_841d5fb0a6bf,crel_da5d867a05ba,doc_00002110,par_00002110_0003,sent_00002110_0003_003,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle2110,例如，過去是高級幹部，現在假如你能放下身段，擺個小攤位，也不是無以謀生；,1
cev_fec3c6d767bd,claim_c56333ec76d4,crel_114a137881d4,doc_00023069,par_00023069_0021,sent_00023069_0021_001;sent_00023069_0021_002;sent_00023069_0021_003;sent_00023069_0021_004;sent_00023069_0021_005;sent_00023069_0021_006,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle23069,「見性之人，言下須見」句：禪是一種心靈的狀態，一種肯定自性的風光、了然生命動向及重心的堅定意志。⟂S⟂有了這樣的意志為背景，禪者表現出來的風格，自不同於凡俗。⟂S⟂因為體認了自性本來清淨、本無生滅、本自具足、本不動搖，所以在追求佛道事上，便能避免心外求法的冤枉路，化俗而不流俗、結緣而不攀緣，以出世的精神做入世的事業。⟂S⟂縱然四周環境惡劣，內心也是明明白白，不怨天、不尤人。⟂S⟂表現禪者豁達的器度，這是認清自心的見性之人。⟂S⟂根本上說，若人求法不能認清自心，處處向外攀緣，求法也是徒然。,1
cev_a2ad6a7baf0d,claim_05bf1f52dc44,crel_ebf79748891d,doc_00024106,par_00024106_0007,sent_00024106_0007_001;sent_00024106_0007_002;sent_00024106_0007_003,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24106,訪問團抵達「吧生」（今「巴生」）之前，大師惦記著當地有不少人訂閱《覺世旬刊》，很期待可以見上一面，抵達後果真見到當地多位《覺世》讀者，而且愉悅交流。⟂S⟂訪問團到了馬六甲最早的佛寺青雲亭，青雲亭的信徒多是年輕人，渴求佛法，有位陳瑞治居士曾經以《釋迦牟尼佛傳》當作教材來教授青年，而當時馬來西亞著名的《星檳日報》主筆黃蔭文就是看了大師的《釋迦牟尼佛傳》才引起學佛動機。⟂S⟂一位年輕居士邱寶光說，大師寫的《玉琳國師》及《釋迦牟尼佛傳》，在星馬地區很多人喜歡，讀者對佛陀、佛法都相當認同與讚歎，進而皈依了佛教。,1
cev_581a184d50bf,claim_3206319ee2d6,crel_d55e7be02f03,doc_00000428,par_00000428_0030,sent_00000428_0030_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle428,應該對民生經濟、國際形勢、民主人權、自然生態、教育改革、種族衝突、優生保健、生態環保、家庭暴力、試管嬰兒、器官捐贈、風水地理、看相卜卦等種種問題，以佛法的智慧，提出契理契機的對治辦法。,1
cev_132fd5b74917,claim_9b09aaf906a5,crel_afd6ce2e0d73,doc_00014816,par_00014816_0013,sent_00014816_0013_004;sent_00014816_0013_005,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle14816,其實只有你自己。⟂S⟂因此，佛教講「自作自受」，自己所做的事，所種的果報，都要由自己來承受，誰也替你不了。,1
cev_dd50e975a75b,claim_f32c9300d64e,crel_7c6828721f1c,doc_00003855,par_00003855_0034,sent_00003855_0034_002;sent_00003855_0034_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3855,一是菩提流志所譯的《大寶積經》的第四十八會，名「勝鬘夫人會」。⟂S⟂其中，以求那跋陀羅的譯本較為流行。,1
cev_53251906c9bb,claim_fae5fc99b201,crel_361aa003a1ac,doc_00000132,par_00000132_0013,sent_00000132_0013_002;sent_00000132_0013_003,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle132,雖然我沒有受過師範學校的訓練，就在做中學裡累積教育辦學的經驗，覺得對自己一生很有意義價值。⟂S⟂那時候，整個中國大陸佛教義務辦理的中小學，至少百所以上；,1
cev_b4ca4987039c,claim_f1b91276b510,crel_52d6ba6623f2,doc_00001829,par_00001829_0157,sent_00001829_0157_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle1829,中陰身，可以說分開了前生與今世，但也連繫了今世與前生，它介乎生死之間，是此生與來生之間的一個過程，一個階段，所以叫「中有」。,1
cev_01debbe3daad,claim_c76e2849996f,crel_b1da13e2164e,doc_00008213,par_00008213_0006,sent_00008213_0006_003,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle8213,因此，能說以上這四種好話，不僅他人歡喜，自己也能得到安樂，可以說是一門自利利他的最佳修行之道。,1
cev_f84984d33a87,claim_98dcec35ba31,crel_c430373270db,doc_00002169,par_00002169_0067,sent_00002169_0067_003;sent_00002169_0067_004,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle2169,心若生起邪念、妄想，昧了自己的智慧，則觀世音菩薩現成自在天身令其反省，令我們要這樣自覺。⟂S⟂這一段說法，是應該思考思考的。,1
cev_7ad565c0ad7e,claim_d3d74f8d6244,crel_13825c18ef5a,doc_00000927,par_00000927_0056,sent_00000927_0056_002;sent_00000927_0056_003,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle927,佛陀於此分幾次告誡須菩提尊者，旨在說明如來之空性，非同外道除有入空，亦非二乘人證偏空之空。⟂S⟂此如來正宗法門，實相無相就是「真空」，無不相就是「妙有」；,1
cev_bb44cfce02ce,claim_f4f91f4ff6ec,crel_10ce72ce438e,doc_00000425,par_00000425_0073,sent_00000425_0073_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle425,般若不是外來的知識，而是眾生的清淨光明本性，是眾生的本來面目；,1
cev_9d4250f91b6e,claim_ea7b8c259e7a,crel_85f82245dbe5,doc_00015694,par_00015694_0032,sent_00015694_0032_004;sent_00015694_0032_005,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15694,佛光山的「事」是自利利他、自覺覺他的圓滿人生之事，包括教育、慈善、文化等，從幼童之撫養、青年之教育，到佛法之宣揚、社會之教化，甚至老年的安養、往生後事的處理，佛光山有著一貫的圓滿作業，主要於弘揚佛法，移風易俗，令人生有個圓滿之歸宿，讓常樂我淨的國土在人間實現。⟂S⟂至於佛光山的「道」，佛光山的七眾弟子，不是為貪圖佛教能給予我什麼而來的，大家只有奉獻，不想占有，只有為眾，不想為己，這是行人間的菩薩之道。,1
cev_a968fb49609b,claim_144126c62611,crel_cab77012b123,doc_00023637,par_00023637_0004,sent_00023637_0004_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23637,剛果過去曾是法國殖民地，至今有多數人都講法語，為讓剛果的佛法本土化，每次慧然從台灣回去時，就會帶回《人間音緣》CD，用彈奏吉他的方式，帶動信徒吟唱，漸漸受到地方的歡迎。,1
cev_6ff1ab950db2,claim_2dc1426275e1,crel_53b72ab388d0,doc_00017506,,,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17506,香港協會和佛香講堂也在現任住持滿蓮法師智慧領導下，各區分會以及佛光青年團、佛光合唱團、佛光助念團、各區分會等組織遍布港九各地，長年舉辦各種活動，成績令人興奮的。,1
cev_2c845b554fbb,claim_7ef68b0b5ed5,crel_6f7aa589db63,doc_00010761,par_00010761_0012,sent_00010761_0012_002,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle10761,因此就時下趨勢，以我七十多年對佛法的體會，為全國教師生命教育禪修研習營講「佛陀的教育法」，為佛光會幹部說「我能為佛光會做些什麼」，為信徒開示「梁皇寶懺的緣起與拜懺的意義」，於中國佛學院講「和諧」，在社區大學聯誼會上講說「佛教與現代」、「佛教問題探討」、「佛光山的人與事」等。,1
cev_996062c717c5,claim_78193ac58192,crel_2aebb1d6c6dc,doc_00017181,par_00017181_0004,sent_00017181_0004_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle17181,大師又說：「中國之所以有完整的比丘尼戒，還要感謝一千五百年前，有十一位獅子國（今日斯里蘭卡）的尼眾戒師去到中國，為中國三百五十位的尼眾傳授比丘尼具足戒。,1
cev_fc6e7c843065,claim_4b752d8f5642,crel_af89d93302f0,doc_00002961,par_00002961_0188,sent_00002961_0188_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle2961,今日佛教徒為弘法利生，對政治不應抱持消極迴避的態度，相反的，應該更加地積極關心，直下承擔。,1
cev_8c7ea94aa7f9,claim_24627dd4063b,crel_e9bf23aca6c0;crel_dadbdb727890;crel_3d74c84ff431,doc_00006899,par_00006899_0089,sent_00006899_0089_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle6899,雖然自己的心中還是喜歡般若空性、緣起中道，不過佛教的八萬四千法門，總是為各種眾生所喜愛，所以我對於佛學的基本信念，並不喜歡分宗立派，分別你我，造成宗派之間的相互對立。,1
cev_66997f4c3937,claim_b0f8cd08fe01,crel_f152c04b3af9,doc_00006710,par_00006710_0018,sent_00006710_0018_011,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6710,所以，我在世界各國推展國際佛教，也效法諸佛菩薩的「人間性格」，倡導佛教應該本土化，尤其在歐美國家，我鼓勵學佛不一定要剃頭出家，在家人只要有能力，一樣也可以領眾薰修。,1
cev_a0ed5c2c12f0,claim_824ea6515c27,,doc_00004349,par_00004349_0302,sent_00004349_0302_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle4349,張柏凱︰「父母常帶我來禮佛，最有興趣的是上梵唄課，自從全家皈依、母親受五戒後，不再擦蜜絲佛陀，而改念阿彌陀佛，父親也因參加七誡運動，而開始戒煙，所以我也要努力學習佛陀的智慧。」,1
cev_bc79130056c7,claim_8fd110f842a1,crel_a856a4f02fb1,doc_00016722,par_00016722_0003,sent_00016722_0003_002,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16722,世間上不管是哪一種宗教，哪一種學說，都必須建立在信仰上。,1
cev_fcaf87c3b8a2,claim_df7edf637e3d,crel_c799a2267548,doc_00003984,par_00003984_0001,sent_00003984_0001_001;sent_00003984_0001_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3984,「景物依舊，人事已非」，這是一般人對無常的感嘆。⟂S⟂其實，世間一切有為法都是因緣和合而生起，因緣所生的諸法，空無自性，隨著緣聚而生，緣散而滅，它是三世遷流不住的，所以不但有情世間的眾生有生、老、病、死的現象，器世間的山河大地有成、住、壞、空的演變，人的心念有生、住、異、滅的變化，自然界的時序更是春、夏、秋、冬，或冷、暖、寒、暑的更替不已。,1
cev_042c9277cd58,claim_38b84dbf76a4,crel_618adf8a602c,doc_00015978,par_00015978_0006,sent_00015978_0006_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle15978,所以明白了「緣起」的意義，也就是了解世間無論什麼東西，都必須要具足很多條件才能存在。,1
cev_ad4362362cf6,claim_6f07703a85c4,crel_af3fc69cc7c8,doc_00000073,par_00000073_0080,sent_00000073_0080_001;sent_00000073_0080_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle73,菩提心也是諸佛菩薩度眾的重要動力，就拿中國佛教「四大名山」的四大菩薩為例，觀世音菩薩救苦救難的慈悲，文殊菩薩大智大慧的般若，普賢菩薩大修大行的行持，地藏王菩薩「我不入地獄，誰入地獄」的犧牲自我、救度眾生的願力，這才能代表今後佛教能普及社會、為人所接受的精神。⟂S⟂所以，今天我們如果不能把四大菩薩的「悲智願行」發揮，只在祈求、香火的敬獻上著力，那對人間佛教的發展是起不了積極作用的。,1
