claim_id,text,claim_type,node_class,semantic_role,document_id,paragraph_id,sentence_ids,category,source_url,evidence_count
claim_c21be4257b4a,引文說「不可以身相得見如來」「凡所有相皆是虛妄，若見諸相非相即見如來」；作者據此判定眾生不應住著如來三十二應化身，也不應把它當作如來寂滅之相。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000292,par_00000292_0051,sent_00000292_0051_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle292,1
claim_6a06ace44dc8,勘破、放下不是退縮逃避，而是勇往直前、積極投入真理之旅的壯舉。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00003428,par_00003428_0168,sent_00003428_0168_003,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle3428,1
claim_30bb8bf72fdf,段落中的「大師」常教人念阿彌陀佛，也不反對求生淨土；但為實現人間佛教，他自己不以往生淨土為念，而發願生生世世在人間當和尚。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015692,par_00015692_0014,sent_00015692_0014_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15692,1
claim_3f14f309bed4,作者以佛法對多少增減的判斷引出《般若心經》引文「是諸法空相，不生不滅，不垢不淨，不增不減」，並把整段引文作為佛法對萬法根本及度量衡的解釋。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005126,par_00005126_0003,sent_00005126_0003_004,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle5126,1
claim_7ab1565d304c,我覺得，佛陀「四攝法」中，所謂「愛語」，給人關懷、慈悲，在世間上是很重要的，這是精神的鼓勵。⟂S⟂這個時候我就感覺到，在人間好美，永遠不寂寞，因為有很多人在幫助我，我有很多靠山。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016214,par_00016214_0017,sent_00016214_0017_008;sent_00016214_0017_009,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16214,1
claim_5a00c49ac038,第四、從放下執著做到安然自在：有句話說：「不是疾病痛苦，而是妄想摧殘人心。」,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008256,par_00008256_0005,sent_00008256_0005_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle8256,1
claim_e6164c24ca0c,雍正皇帝曾向十五世章嘉呼圖克圖請教並認為自己的禪學造詣承自他，且以引文讚歎其梵行與方便；章嘉後受封國師，隨達賴七世研習梵典、從班禪五世受具足戒，並編纂、編校、翻譯和整理多部佛典。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008391,par_00008391_0090,sent_00008391_0090_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8391,1
claim_a8cf2c331fea,道行才能清淨,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002113,par_00002113_0044,sent_00002113_0044_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2113,1
claim_2ee9b25556bb,大師當時直覺眼前所見不是真正的佛教，並認為真正的佛教應教人解脫自在、獲得幸福安樂；若缺少相關義理弘揚與資生事業發展，佛教對人生便失去意義。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015667,par_00015667_0006,sent_00015667_0006_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15667,1
claim_713499fd2a0d,普門寺法會特點是，只要有集會就有說法，故稱「法會」，不同於一般拜拜完吃飽飯就走的「齋會」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007931,par_00007931_0092,sent_00007931_0092_002,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle7931,1
claim_148f00e75ecf,意思是說，人過去的生死、善惡，所造的業力數不清，所受的果報也償不完。⟂S⟂但是，本性裡雖有善惡之業，若不令它生起現行，也等於沒有一樣。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002915,par_00002915_0031,sent_00002915_0031_005;sent_00002915_0031_006,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle2915,1
claim_b0b24b8ef31e,依华在印度留学多年，并被列为多项“中国比丘尼第一”：赴印度留学、就读印度梵文大学、就读印度国际大学、进入西藏辩经佛学院，以及会见达赖喇嘛；这些成就是同一人物的并列经历。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005807,par_00005807_0242,sent_00005807_0242_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle5807,1
claim_e3537848aaee,作者先以反事实强调没有女众便没有佛光山及国际佛光会，继而称“他”在一九九七年于印度菩提伽耶、联合南传上座比丘，为女众举行比丘尼戒传授；这是一次有时间、地点、协同行动者和受众的历史事件。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017447,par_00017447_0035,sent_00017447_0035_003,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17447,1
claim_1b675341c526,聲聞行者的「解脫道」與菩薩行者的「菩薩道」，在次第上都不離「戒定慧三增上學」，在求證果位上亦皆以「出離心」為基礎，再依此進修「大悲心」行菩薩行。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024318,par_00024318_0008,sent_00024318_0008_002,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24318,1
claim_01f47b7a198e,乃至近代佛教的護法，如周宣德在各大學成立佛學社團，帶動大專青年學佛的風氣；,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009500,,,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9500,1
claim_cc3f209778f8,舍利弗與目犍連被明列為十大弟子中的成員，並被說成先於佛陀涅槃。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023894,par_00023894_0014,sent_00023894_0014_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle23894,1
claim_bf185bb92611,過去世所種善因種子起現行，回薰阿賴耶識。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015650,par_00015650_0031,sent_00015650_0031_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15650,1
claim_4f7bab6d7712,由此發起菩提心。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006771,par_00006771_0016,sent_00006771_0016_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6771,1
claim_ebb30e19d8f7,在「安定身心」的話題下，文中說共產主義提倡建設國家與社會、提升人民生活的幸福安樂。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00011104,par_00011104_0018,sent_00011104_0018_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle11104,1
claim_5b45f7324fbe,作者說佛教經典由釋迦牟尼佛教義彙集編寫而成，約於紀元前一世紀出現筆錄抄寫，早期以梵文或巴利文刻於貝多羅葉而稱貝葉經；後經多位僧人翻譯成漢文並隨佛教普及深入民間，佛經抄寫活動也成為簡易修行法門之一。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017988,par_00017988_0016,sent_00017988_0016_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17988,1
claim_51a1d6c3ec52,作者說，有些禪者坐著往生，有些站著往生，甚至倒立往生；這類事例在《高僧傳》中記載很多，並將這些禪師描述為以生死為遊戲、饒富禪趣。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007844,par_00007844_0008,sent_00007844_0008_003,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle7844,1
claim_0fe22c2dd064,本窗未明示主張者身分；其否定須通過身語意的一切修行，只承認稱名念佛，並認為佛號本身有不可思議力量，只有一心不亂地念佛，死後才可往生。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008395,par_00008395_0087,sent_00008395_0087_004,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8395,1
claim_f12081fb07cd,佛教學院的創辦得到許多發心信徒支持；因學生多且常辦活動需要車輛，作者邀張雲罔雀等信徒每人出資二萬元購車，車可供學院和信徒使用，但出資信徒從未使用，文中以此說明大家護持的熱心。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00011135,par_00011135_0022,sent_00011135_0022_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle11135,1
claim_649de429a6fc,修行者能在行住坐臥中謹慎身口意三業,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00010497,par_00010497_0005,sent_00010497_0005_006;sent_00010497_0005_007,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle10497,1
claim_03fb51c71b72,敘述者約六歲時，第一次在文中稱為「前高雄佛教會（現在的佛光山）」的場所參加浴佛法會。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00020460,,,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle20460,1
claim_a79c612e9db5,須菩提是佛陀十大弟子中號稱「解空第一」者；因體悟真空，他每次參禪打坐時，天人都為他散花。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00014002,par_00014002_0003,sent_00014002_0003_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle14002,1
claim_4de326203fad,佛陀對舍利弗說「這就是我的世界」；作者據此推出「三界唯心」，並主張只要遵循四句偈、在待人接物中持續淨化心念，就能把娑婆世界轉為美好的人間淨土。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00014135,par_00014135_0006,sent_00014135_0006_003,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle14135,1
claim_5ec12203dbd6,如來就是佛陀，不是因為聽聞佛法、思慮佛法，而是在自己修道的過程覺悟了佛法，所以能夠成佛。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000342,par_00000342_0037,sent_00000342_0037_001,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle342,1
claim_2df4aae744cf,佛教被解釋為服務人間的教化，旨在增加人間幸福安樂並彰顯佛陀降誕世間、示教利喜的本懷。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024091,par_00024091_0059,sent_00024091_0059_009,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24091,1
claim_4e9a1c9807c8,断除妄想与执著,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00013951,par_00013951_0005,sent_00013951_0005_004,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle13951,1
claim_0205266593cc,TMP::四大古典小說与紅樓夢在该证据语境中的关系为：「《紅樓夢》名列四大古典小說之一」是明確集合成員句；與本包大乘經典成員證據共同支持跨文本可復用的作品集合關係。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007440,par_00007440_0014,sent_00007440_0014_001,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle7440,1
claim_e05c61b6ad04,作者由因缘虽灭而不失、现象生灭宛然而论不生不灭，明确否定不生不灭是世间的断见或常见；断见、常见各偏一边，而不生不灭被解释为本来的、本然的事理和“出世间的真理”。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000162,par_00000162_0153,sent_00000162_0153_006,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle162,1
claim_12cff42a7273,一些人声称星云大师访问大陆、达赖喇嘛将来为其祝寿，又传出二人要合作共建大学；叙述者明确把这些说法称为来路不明的谣言。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005727,par_00005727_0043,sent_00005727_0043_001,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle5727,1
claim_00fc3b0213ba,開放平等的佛性,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005159,par_00005159_0009,sent_00005159_0009_006,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle5159,1
claim_9dcb74a71bb1,佛陀具有三十二相、八十种好的庄严，被解释为修行慈悲、积聚功德而成；“无缘大慈，同体大悲”又以条件反诘说明，只要有益众生，钱财房舍、田园宅第乃至身体性命皆可布施，金箔更不在话下。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006311,par_00006311_0011,sent_00006311_0011_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle6311,1
claim_11fc4f0c304c,大地眾生皆有佛性，人人若能平等對待即可消除對立,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006603,par_00006603_0009,sent_00006603_0009_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle6603,1
claim_49af8ccfb796,仰祈三寶加被必須至心懇切，唯求自他業消慧朗、罪滅福增並回向法界眾生，絕無求名聞與人天福樂之心,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008993,par_00008993_0002,sent_00008993_0002_009,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8993,1
claim_7a49e1413d28,迦膩色迦王風聞該國有大乘論師馬鳴尊者，不僅年輕，博學多才，又是佛教詩人，他善說佛陀教義，說法適合時代潮流趨向。⟂S⟂如此一位聖者，迦膩色迦王渴望一見，於是派遣侍者致書摩竭陀國國王，不意卻遭回絕，迦膩色迦王毫不氣餒，再三修書，結果仍是徒然。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002576,par_00002576_0015,sent_00002576_0015_002;sent_00002576_0015_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2576,1
claim_e1459f39de27,也不可少善根福德因緣；修行要福慧雙修。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015186,par_00015186_0009,sent_00015186_0009_004,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle15186,1
claim_0e07677f858b,所以佛陀在金剛會上說：「菩薩於法，應無所住，行於布施。」,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00014504,par_00014504_0015,sent_00014504_0015_004,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle14504,1
claim_3d2cd63a4c07,作者用佛圖澄、僧會、道信與智實等歷史事例說明歷代大德「以教為命」，並把佛教比作永恆真理與救世寶筏、個人色身比作因緣偶合與四大幻化；結論規定佛教徒必須具有「以教為命」的觀念，才是真正佛子。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00010977,par_00010977_0022,sent_00010977_0022_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle10977,1
claim_b99f4a29164c,作者先把禪的遠源說成佛陀在靈山會拈花並付囑大迦葉，繼而稱《大梵天王問佛決疑經》詳載此事：佛陀至靈鷲山，大梵天王為利益今世、後世眾生，獻金婆羅華、捨身為床座並恭請佛陀說法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000674,par_00000674_0131,sent_00000674_0131_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle674,1
claim_03cb562613da,身口意的善惡行為會生出力量並驅動新行為形成循環；善惡業因緣成熟後仍須自作自受，作者因此說佛教勸人行善、諸惡莫作、眾善奉行，並把行「三好」視為佛教本意。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005715,par_00005715_0106,sent_00005715_0106_001,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle5715,1
claim_1be7a473f823,因緣被界定為產生自果的直接內在原因；例句以種子生芽說明種子是芽的因緣，並換言說明：在一切有為法中，能親生自果者稱為因緣。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00003981,par_00003981_0016,sent_00003981_0016_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3981,1
claim_bb2d34ab3a08,二十年前第一人稱敘述者任佛光山佛學院院長時，白雪溜冰團由美國到高雄表演；學生廖秀姬想觀看並說若錯過會終生遺憾，但佛教學院規定學生上課期間不可能准假外出。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00004634,par_00004634_0034,sent_00004634_0034_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle4634,1
claim_65856f2d9147,必須超越世間法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00001831,par_00001831_0068,sent_00001831_0068_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle1831,1
claim_ac13dde5724d,在同體與共生的認知上，人我彼此相依，在相輔相成中共同扶持,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00003872,par_00003872_0011,sent_00003872_0011_005;sent_00003872_0011_006,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3872,1
claim_fa89fb8c1eca,人可以不怕鬼神、不怕生死，但不能不怕業報、不畏因果。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002911,par_00002911_0004,sent_00002911_0004_008,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle2911,2
claim_3399ceea63d0,唐太宗召見玄奘並敕住弘福寺；玄奘與窺基等翻譯經律論七十五部，譯筆信實而形成舊譯／新譯分期，後世尊玄奘為四大譯經家之一；其譯典多為唯識經論並成唯識宗初祖，法顯、玄奘西行求法又被說成促成佛學在中國昌盛。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008379,par_00008379_0041,sent_00008379_0041_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8379,1
claim_526a95a3506c,作者擬以天台教觀的解行並重及一念三千與一心三觀的相互依持，論析佛教人間化的理論與實踐；並計畫闡釋智者大師建構一念三千的用意及其在行住坐臥中落實一心三觀的方法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017778,par_00017778_0021,sent_00017778_0021_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17778,1
claim_1ae5b71c9748,在信仰的世界裡，一切眾生不分彼此、不相對立，你中有我、我中有你，互為因緣,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00020687,par_00020687_0149,sent_00020687_0149_001,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle20687,1
claim_eb1a9aa7e87b,真正的方便，在於幫助眾生開發佛性、走向生命圓滿,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024092,par_00024092_0009,sent_00024092_0009_002;sent_00024092_0009_003,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24092,1
claim_b9b2eaa4e82a,無論你有什麼煩惱、憂愁，兒子交友、夫妻感情的問題等等，「三個臭皮匠，勝過一個諸葛亮」，這十個同學，可以協助你解決好多問題。⟂S⟂這在佛法裡，叫做「法決」，就是以佛法來解決問題。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016227,par_00016227_0034,sent_00016227_0034_001;sent_00016227_0034_002,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16227,1
claim_c233f7b0cc42,說話者把佛陀的六和敬解說為共產主義，並依次配對六項：經濟均衡與利和同均、法治平等與戒和同遵、思想統一與見和同解、行為禮敬與身和同住、語言和諧與口和無諍、善心交流與意和同悅。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00011113,par_00011113_0067,sent_00011113_0067_003,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle11113,1
claim_1bafbfb93cb9,勝義的解脫被界定為超越入世與出世，使精神與物質兩相兼益、生活與修行相得益彰，並使人在任何時間地點都能逍遙自在；即入世而出世、即出世而入世的解脫即被稱為勝義的解脫。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007543,par_00007543_0007,sent_00007543_0007_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle7543,1
claim_5424996d695b,約翰奈思比在其新著中提到，世上百分之四十的衝突已隨共產主義式微而消失；同一引文還說「未來就是現在」，並轉述大家以為一切都變了、改變是唯一的不變。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00021366,par_00021366_0002,sent_00021366_0002_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle21366,1
claim_4a58e6268306,每部佛教經典被概括為以「如是我聞」開頭、以「信受奉行」結束；能夠信受奉行佛法被說成「行佛」，因此佛弟子應以「行佛」為修持標準，後續例項尚未在本窗展開。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00003797,par_00003797_0084,sent_00003797_0084_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle3797,1
claim_010dbc86391e,（2）多做慈悲善事：人在有意無意間，難免有一些錯誤的行為，犯下一些罪業。⟂S⟂但是由於你不斷行善做好事，還是可以借助自己的功德，而能消災免難。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002063,par_00002063_0166,sent_00002063_0166_001;sent_00002063_0166_002,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle2063,1
claim_3e2398c5102e,過去諸佛以無數方便，種種因緣、譬喻、言辭，講說三乘教法，是為了引導眾生入「究竟解脫」的一乘佛道；⟂S⟂此時所說才是佛的真實教法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009903,par_00009903_0005,sent_00009903_0005_001;sent_00009903_0005_002,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9903,1
claim_c76e2849996f,因此，能說以上這四種好話，不僅他人歡喜，自己也能得到安樂，可以說是一門自利利他的最佳修行之道。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008213,par_00008213_0006,sent_00008213_0006_003,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle8213,1
claim_d0d9a8ecd5ad,第一人稱敘述者把一生受到諸佛菩薩護持及社會賢達、信徒關照，與自己不擅唱歌、外文等能力形成對照；他自述懂得應有慈悲，並列「不念舊惡、不請之友、不忘初心、不變隨緣」四項自我要求。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016423,par_00016423_0050,sent_00016423_0050_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16423,1
claim_12e3780da01b,北港禪淨中心以佛祖參與媽祖遶境、浴佛車巡境、佛陀成道日送臘八粥、佛光會員參訪朝天宮及舞蹈團在媽祖廟慶典表演等做法，融入在地信仰文化並體現佛道友好交流。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023791,par_00023791_0008,sent_00023791_0008_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23791,1
claim_e273a94192cc,放燄口結緣、信徒行善布施、閱讀報紙、參與學校建設及為教育文化發展努力，都被作者納入「行佛」布施，並以共同為佛法弘揚而自然法喜充滿作結。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023610,par_00023610_0011,sent_00023610_0011_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23610,2
claim_af6ab89a9875,身口意三業造作的因只要遇到緣，就像種子遇到泥土、陽光、空氣與水分一樣會成長結果，屆時果報須自作自受；因此人應對自己的言行與起心動念慎思而行，作者並以善惡有報的引語和反詰要求戒慎警惕。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00014080,par_00014080_0007,sent_00014080_0007_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle14080,1
claim_8377b0bf3025,必須逆生死之流，不能隨世俗之見順流。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00014949,par_00014949_0014,sent_00014949_0014_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle14949,2
claim_d9bb098d0dbe,說話者有意把臘八粥推廣到佛光山各別分院道場，因此曾在台北道場親自下廚示範數次，但仍未做出合乎水準的成品。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00004356,par_00004356_0070,sent_00004356_0070_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle4356,1
claim_068438ee78e2,第一人稱敘事者在政府鼓勵下召開「世界顯密會議」；西藏四大教派法王中除達賴喇嘛外均到場，台灣若干與佛教有緣者亦參與，約五、六百人共同討論佛教的未來，旨在促進佛教團結融和。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023600,par_00023600_0011,sent_00023600_0011_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23600,1
claim_e8dd9408e5cd,二○一四年十二月十日晚，高雄市政府警察局長黃茂穗率高雄市各分局長及幹部共一一○人到佛陀紀念館參加心靈淨化之旅，大師以「不請之友」身分為眾人開示。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00020340,par_00020340_0001,sent_00020340_0001_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle20340,1
claim_27783aad1e6c,西來大學雖是佛教界出資興建的大學，但不是傳統的叢林教育，而是一所能與現代教育體制接軌的、合乎美國規格和標準的現代大學。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017987,par_00017987_0019,sent_00017987_0019_005,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17987,1
claim_9a032b061936,「一切有情眾生也要靠飲食活命」直接给出依赖群体、生存所需对象与目的；现有关系没有Group到生存物质的依赖契约。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005461,par_00005461_0008,sent_00005461_0008_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle5461,1
claim_09dee8c46109,敘述者以自己未受邀而自動前來演講、出於自願與甘願為例，說明「不請之友」是在沒有別人邀請時仍主動前來並提供服務。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00011041,par_00011041_0033,sent_00011041_0033_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle11041,1
claim_cb4a0abe5558,溈山靈祐禪師被引述為「白天吃飯，晚上睡覺」，其弟子讚美這樣的日常「沒有白白空過」；作者以「所以」把這一評價推廣為禪者行也是禪、睡也是禪、動也是禪、靜也是禪。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007664,par_00007664_0010,sent_00007664_0010_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle7664,1
claim_e35577875026,正因水的性格平和無爭，水能發揮多重功能、利濟萬物。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00004929,par_00004929_0009,sent_00004929_0009_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle4929,1
